filename,tool_configuration,language,ground-truth
/samples/JSON with Comments/filenames/.jshintrc,gpt-4o-end2000,JavaScript,JSON with Comments
/samples/JSON with Comments/filenames/tslint.json,gpt-4o-end2000,TypeScript,JSON with Comments
/samples/JSON with Comments/filenames/jsconfig.json,gpt-4o-end2000,JSON,JSON with Comments
/samples/JSON with Comments/filenames/.jscsrc,gpt-4o-end2000,JavaScript,JSON with Comments
/samples/JSON with Comments/filenames/devcontainer.json,gpt-4o-end2000,JSON,JSON with Comments
/samples/JSON with Comments/filenames/.jslintrc,gpt-4o-end2000,JavaScript,JSON with Comments
/samples/JSON with Comments/filenames/tsconfig.json,gpt-4o-end2000,TypeScript,JSON with Comments
/samples/JSON with Comments/filenames/.babelrc,gpt-4o-end2000,JavaScript,JSON with Comments
/samples/JSON with Comments/filenames/.eslintrc.json,gpt-4o-end2000,JavaScript,JSON with Comments
/samples/JSON with Comments/JavaDoc Add Line.sublime-macro,gpt-4o-end2000,JSON,JSON with Comments
/samples/JSON with Comments/plyr.code-workspace,gpt-4o-end2000,CSS,JSON with Comments
/samples/RBS/cli.rbs,gpt-4o-end2000,Ruby,RBS
/samples/Bluespec BH/TL.bs,gpt-4o-end2000,Haskell,Bluespec BH
/samples/Bluespec BH/CGetPut.bs,gpt-4o-end2000,Bluespec,Bluespec BH
/samples/Bluespec BH/COBS.bs,gpt-4o-end2000,Bluespec,Bluespec BH
/samples/Bluespec BH/TbTL.bs,gpt-4o-end2000,Bluespec,Bluespec BH
/samples/XC/main.xc,gpt-4o-end2000,Occam,XC
/samples/Red/example.reds,gpt-4o-end2000,Rebol,Red
/samples/Maven POM/filenames/pom.xml,gpt-4o-end2000,XML,Maven POM
/samples/FIGlet Font/ivrit.flf,gpt-4o-end2000,JSON,FIGlet Font
/samples/Literate CoffeeScript/pixi.coffee.md,gpt-4o-end2000,CoffeeScript,Literate CoffeeScript
/samples/Literate CoffeeScript/scope.litcoffee,gpt-4o-end2000,CoffeeScript,Literate CoffeeScript
/samples/Lasso/knop.las,gpt-4o-end2000,The,Lasso
/samples/Pic/dextroamphetamine.chem,gpt-4o-end2000,ChemDraw,Pic
/samples/Pic/ritalin.chem,gpt-4o-end2000,ChemDraw,Pic
/samples/Elm/QuickSort.elm,gpt-4o-end2000,Haskell,Elm
/samples/Elm/Tree.elm,gpt-4o-end2000,Haskell,Elm
/samples/Latte/layout.latte,gpt-4o-end2000,HTML,Latte
/samples/DIGITAL Command Language/ghostpdl_zlib_make_vms.com,gpt-4o-end2000,DCL,DIGITAL Command Language
/samples/DIGITAL Command Language/vmsbackup_build.com,gpt-4o-end2000,DCL,DIGITAL Command Language
/samples/DIGITAL Command Language/libxslt_build.com,gpt-4o-end2000,DCL,DIGITAL Command Language
/samples/DIGITAL Command Language/fis_gtm_kitinstal.com,gpt-4o-end2000,DCL,DIGITAL Command Language
/samples/CoNLL-U/en-ud-test-abridged.conllu,gpt-4o-end2000,The,CoNLL-U
/samples/CoNLL-U/CF1.conllu,gpt-4o-end2000,CoNLL,CoNLL-U
/samples/CoNLL-U/ug-ud-test-abridged.conllu,gpt-4o-end2000,CoNLL,CoNLL-U
/samples/EBNF/material.ebnf,gpt-4o-end2000,ML,EBNF
/samples/EBNF/grammar.ebnf,gpt-4o-end2000,ANTLR,EBNF
/samples/EBNF/object.ebnf,gpt-4o-end2000,SML,EBNF
/samples/CoffeeScript/hello.coffee,gpt-4o-end2000,JavaScript,CoffeeScript
/samples/Pkl/SchemaGenerator.pkl,gpt-4o-end2000,Pact,Pkl
/samples/Pkl/Parser.pkl,gpt-4o-end2000,Dhall,Pkl
/samples/Pkl/rule.pkl,gpt-4o-end2000,Pony,Pkl
/samples/Git Config/aliases.gitconfig,gpt-4o-end2000,Git,Git Config
/samples/Git Config/filenames/.gitmodules,gpt-4o-end2000,Git,Git Config
/samples/Git Config/filenames/.gitconfig,gpt-4o-end2000,Git,Git Config
/samples/HTML+ECR/greeting.ecr,gpt-4o-end2000,Ruby,HTML+ECR
/samples/KiCad Schematic/ciaaConector.sch,gpt-4o-end2000,KiCad,KiCad Schematic
/samples/KiCad Schematic/buzzer.sch,gpt-4o-end2000,KiCad,KiCad Schematic
/samples/KiCad Schematic/Volume.sch,gpt-4o-end2000,KiCad,KiCad Schematic
/samples/KiCad Schematic/buttons.sch,gpt-4o-end2000,KiCad,KiCad Schematic
/samples/KiCad Schematic/gedda-junk.sch,gpt-4o-end2000,KiCad,KiCad Schematic
/samples/KiCad Schematic/ultimate-temp-controller.sch,gpt-4o-end2000,KiCad,KiCad Schematic
/samples/KiCad Schematic/rpi-cm4-carrier-template.kicad_sch,gpt-4o-end2000,KiCad,KiCad Schematic
/samples/Protocol Buffer/addressbook.proto,gpt-4o-end2000,Protocol,Protocol Buffer
/samples/SMT/queen10-1.smt2,gpt-4o-end2000,Lisp,SMT
/samples/SMT/shufflevector.smt,gpt-4o-end2000,LLVM,SMT
/samples/Polar/gitclub.polar,gpt-4o-end2000,Rego,Polar
/samples/Polar/gitcloud.polar,gpt-4o-end2000,Oso,Polar
/samples/Go Checksums/filenames/go.sum,gpt-4o-end2000,Go,Go Checksums
/samples/Go Checksums/filenames/go.work.sum,gpt-4o-end2000,Go,Go Checksums
/samples/mIRC Script/torncity-tsspy.mrc,gpt-4o-end2000,mIRC,mIRC Script
/samples/mIRC Script/torncity-tcbot.mrc,gpt-4o-end2000,mIRC,mIRC Script
/samples/mIRC Script/AutoHostmeBot.mrc,gpt-4o-end2000,mIRC,mIRC Script
/samples/mIRC Script/torncity-apiprofile.mrc,gpt-4o-end2000,mIRC,mIRC Script
/samples/Altium Designer/Sample Altium Project.PrjPcb,gpt-4o-end2000,The,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,gpt-4o-end2000,The,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,gpt-4o-end2000,INI,Altium Designer
/samples/Altium Designer/Sample Schematic Sheet.SchDoc,gpt-4o-end2000,Skipping file due to encoding error: /samples/Altium Designer/Sample Schematic Sheet.SchDoc,Altium Designer
/samples/Emacs Lisp/.emacs.desktop,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/ess-julia.el,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/dude.el,gpt-4o-end2000,Clojure,Emacs Lisp
/samples/Emacs Lisp/filenames/abbrev_defs,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/filenames/Cask,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/filenames/Project.ede,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/filenames/.gnus,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/filenames/.abbrev_defs,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/filenames/.spacemacs,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/filenames/_emacs,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/filenames/.viper,gpt-4o-end2000,Emacs,Emacs Lisp
/samples/Filebench WML/copyfiles.f,gpt-4o-end2000,KornShell,Filebench WML
/samples/Jest Snapshot/css.test.tsx.snap,gpt-4o-end2000,SVG,Jest Snapshot
/samples/Just/kitchen-sink.just,gpt-4o-end2000,The,Just
/samples/Just/filenames/Justfile,gpt-4o-end2000,Makefile,Just
/samples/Linker Script/link.ld,gpt-4o-end2000,Linker,Linker Script
/samples/Linker Script/vmlinux.lds,gpt-4o-end2000,Linker,Linker Script
/samples/Linker Script/inject.x,gpt-4o-end2000,Linker,Linker Script
/samples/Linker Script/filenames/ld.script,gpt-4o-end2000,Linker,Linker Script
/samples/OASv2-json/pixi.json,gpt-4o-end2000,JSON,OASv2-json
/samples/Dotenv/default.env,gpt-4o-end2000,JavaScript,Dotenv
/samples/Dotenv/filenames/.env.prod,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.local,gpt-4o-end2000,Python,Dotenv
/samples/Dotenv/filenames/.env.ci,gpt-4o-end2000,Environment,Dotenv
/samples/Dotenv/filenames/.env.development.local,gpt-4o-end2000,JavaScript,Dotenv
/samples/Dotenv/filenames/.env.dev,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.testing,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.production,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.test,gpt-4o-end2000,PHP,Dotenv
/samples/Dotenv/filenames/.env.staging,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.development,gpt-4o-end2000,JavaScript,Dotenv
/samples/Dotenv/filenames/.env.example,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env,gpt-4o-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.sample,gpt-4o-end2000,Shell,Dotenv
/samples/Pod/Sample.pod,gpt-4o-end2000,Perl,Pod
/samples/Pod/PSGI.pod,gpt-4o-end2000,Perl,Pod
/samples/Pod/contents.pod,gpt-4o-end2000,HTML,Pod
/samples/Pod/Cookbook.pod,gpt-4o-end2000,Perl,Pod
/samples/Chapel/hello.chpl,gpt-4o-end2000,Pascal,Chapel
/samples/HyPhy/CodonModelCompare.bf,gpt-4o-end2000,C,HyPhy
/samples/HyPhy/MatrixIndexing.bf,gpt-4o-end2000,Random,HyPhy
/samples/PLpgSQL/plpgsql_lint-8.4.sql,gpt-4o-end2000,PL,PLpgSQL
/samples/PLpgSQL/plpgsql_lint-9.2.sql,gpt-4o-end2000,SQL,PLpgSQL
/samples/PLpgSQL/procedures.sql,gpt-4o-end2000,PL,PLpgSQL
/samples/PLpgSQL/plpgsql_lint-9.1.sql,gpt-4o-end2000,SQL,PLpgSQL
/samples/PLpgSQL/plpgsql_lint-9.0.sql,gpt-4o-end2000,PL,PLpgSQL
/samples/PLpgSQL/plpgsql_lint-9.3.sql,gpt-4o-end2000,SQL,PLpgSQL
/samples/PLpgSQL/useraccount.pgsql,gpt-4o-end2000,PL,PLpgSQL
/samples/Motorola 68K Assembly/lz4.X68,gpt-4o-end2000,Assembly,Motorola 68K Assembly
/samples/Motorola 68K Assembly/rom_testbench.asm,gpt-4o-end2000,Assembly,Motorola 68K Assembly
/samples/Motorola 68K Assembly/system.s,gpt-4o-end2000,Assembly,Motorola 68K Assembly
/samples/Motorola 68K Assembly/bls_routines.inc,gpt-4o-end2000,Assembly,Motorola 68K Assembly
/samples/Motorola 68K Assembly/cpu.s,gpt-4o-end2000,Assembly,Motorola 68K Assembly
/samples/Motorola 68K Assembly/iff_ilbm.i,gpt-4o-end2000,Assembly,Motorola 68K Assembly
/samples/Reason/Machine.re,gpt-4o-end2000,ReasonML,Reason
/samples/Reason/SourceSpec.re,gpt-4o-end2000,OCaml,Reason
/samples/Reason/SuperMerlin.re,gpt-4o-end2000,ReasonML,Reason
/samples/Reason/Syntax.re,gpt-4o-end2000,ReasonML,Reason
/samples/Reason/Layout.re,gpt-4o-end2000,ReasonML,Reason
/samples/Reason/JSX.re,gpt-4o-end2000,ReasonML,Reason
/samples/Jasmin/if2.j,gpt-4o-end2000,Java,Jasmin
/samples/Jasmin/op1.j,gpt-4o-end2000,Java,Jasmin
/samples/Jasmin/op2.j,gpt-4o-end2000,Java,Jasmin
/samples/Jasmin/if3.j,gpt-4o-end2000,Java,Jasmin
/samples/Jasmin/op3.j,gpt-4o-end2000,Java,Jasmin
/samples/Jasmin/op4.j,gpt-4o-end2000,Java,Jasmin
/samples/Jasmin/if4.j,gpt-4o-end2000,Java,Jasmin
/samples/Jasmin/if1.j,gpt-4o-end2000,Java,Jasmin
/samples/Csound Document/allglass.csd,gpt-4o-end2000,Csound,Csound Document
/samples/Csound Document/test.csd,gpt-4o-end2000,Csound,Csound Document
/samples/Csound Document/interp.csd,gpt-4o-end2000,Csound,Csound Document
/samples/Turing/start.t,gpt-4o-end2000,Emerald,Turing
/samples/Text/min-help.ncl,gpt-4o-end2000,NCL,Text
/samples/Text/messages.fr,gpt-4o-end2000,The,Text
/samples/Text/aptitude-defaults.nb,gpt-4o-end2000,The,Text
/samples/Text/tutor.no,gpt-4o-end2000,Vim,Text
/samples/Text/mac.txt,gpt-4o-end2000,JSON,Text
/samples/Text/zonalAve-help.ncl,gpt-4o-end2000,NCL,Text
/samples/Text/rmMonAnnCycLLT-help.ncl,gpt-4o-end2000,NCL,Text
/samples/Text/readme.txt,gpt-4o-end2000,The,Text
/samples/Text/tutor.nb,gpt-4o-end2000,The,Text
/samples/Text/foo.txt,gpt-4o-end2000,JavaScript,Text
/samples/Text/filenames/use.mask,gpt-4o-end2000,Shell,Text
/samples/Text/filenames/delete.me,gpt-4o-end2000,Python,Text
/samples/Text/filenames/package.use.mask,gpt-4o-end2000,Gentoo,Text
/samples/Text/filenames/click.me,gpt-4o-end2000,VimL,Text
/samples/Text/filenames/LICENSE.mysql,gpt-4o-end2000,The,Text
/samples/Text/filenames/test.me,gpt-4o-end2000,JavaScript,Text
/samples/Text/filenames/README.mysql,gpt-4o-end2000,None,Text
/samples/Text/filenames/use.stable.mask,gpt-4o-end2000,Shell,Text
/samples/Text/filenames/README.nss,gpt-4o-end2000,Shell,Text
/samples/Text/filenames/package.mask,gpt-4o-end2000,Ebuild,Text
/samples/Text/filenames/read.me,gpt-4o-end2000,The,Text
/samples/Text/filenames/readme.1st,gpt-4o-end2000,The,Text
/samples/Text/filenames/keep.me,gpt-4o-end2000,JavaScript,Text
/samples/Text/filenames/package.use.stable.mask,gpt-4o-end2000,Bash,Text
/samples/Text/filenames/README.me,gpt-4o-end2000,The,Text
/samples/Text/filenames/COPYING.regex,gpt-4o-end2000,C,Text
/samples/Scilab/scilab_script.sce,gpt-4o-end2000,MATLAB,Scilab
/samples/Scilab/scilab_test.tst,gpt-4o-end2000,MATLAB,Scilab
/samples/MQL4/indicator-sample.mq4,gpt-4o-end2000,MQL5,MQL4
/samples/CUE/github-workflow.cue,gpt-4o-end2000,The,CUE
/samples/Mermaid/pie-chart.mermaid,gpt-4o-end2000,The,Mermaid
/samples/Mermaid/user-journey.mmd,gpt-4o-end2000,PlantUML,Mermaid
/samples/Mermaid/requirement-diagram.mermaid,gpt-4o-end2000,PlantUML,Mermaid
/samples/Mermaid/c4c-diagram.mermaid,gpt-4o-end2000,C4,Mermaid
/samples/NewLisp/log-to-database.lisp,gpt-4o-end2000,Scheme,NewLisp
/samples/Visual Basic 6.0/modFrm.bas,gpt-4o-end2000,Visual,Visual Basic 6.0
/samples/Visual Basic 6.0/clsMenuImage.cls,gpt-4o-end2000,Visual,Visual Basic 6.0
/samples/Visual Basic 6.0/Module1.bas,gpt-4o-end2000,VBScript,Visual Basic 6.0
/samples/Visual Basic 6.0/cApplication.cls,gpt-4o-end2000,VBScript,Visual Basic 6.0
/samples/Visual Basic 6.0/UIListBox.ctl,gpt-4o-end2000,Visual,Visual Basic 6.0
/samples/Visual Basic 6.0/Wizard.Dsr,gpt-4o-end2000,VBScript,Visual Basic 6.0
/samples/Visual Basic 6.0/clsDataPack.cls,gpt-4o-end2000,VBScript,Visual Basic 6.0
/samples/Visual Basic 6.0/frmProcMan.frm,gpt-4o-end2000,Visual,Visual Basic 6.0
/samples/Visual Basic 6.0/DataReport1.Dsr,gpt-4o-end2000,Visual,Visual Basic 6.0
/samples/Visual Basic 6.0/Module2.bas,gpt-4o-end2000,Visual,Visual Basic 6.0
/samples/Visual Basic 6.0/Adjustments_BlackAndWhite.frm,gpt-4o-end2000,VBScript,Visual Basic 6.0
/samples/QuickBASIC/FGETRT.BAS,gpt-4o-end2000,QBasic,QuickBASIC
/samples/QuickBASIC/sponge4.bas,gpt-4o-end2000,BASIC,QuickBASIC
/samples/QuickBASIC/VLONG.BAS,gpt-4o-end2000,QBasic,QuickBASIC
/samples/JSON5/example.json5,gpt-4o-end2000,JavaScript,JSON5
/samples/Creole/creole.creole,gpt-4o-end2000,Ruby,Creole
/samples/Kickstart/fedora-32-live-jam-xfce-pipewire.ks,gpt-4o-end2000,Bash,Kickstart
/samples/Caddyfile/acmeserver.Caddyfile,gpt-4o-end2000,HCL,Caddyfile
/samples/UrWeb/parse.urs,gpt-4o-end2000,Standard,UrWeb
/samples/UrWeb/iso8601.ur,gpt-4o-end2000,Ur,UrWeb
/samples/Raku/01-dash-uppercase-i.t,gpt-4o-end2000,Perl,Raku
/samples/Raku/01-parse.t,gpt-4o-end2000,Perl,Raku
/samples/Raku/ANSIColor.pm,gpt-4o-end2000,Perl,Raku
/samples/Raku/for.t,gpt-4o-end2000,Perl,Raku
/samples/Raku/man-or-boy.t,gpt-4o-end2000,Perl,Raku
/samples/Raku/listquote-whitespace.t,gpt-4o-end2000,Perl,Raku
/samples/Raku/Exception.pm,gpt-4o-end2000,Perl,Raku
/samples/Raku/hash.t,gpt-4o-end2000,Perl,Raku
/samples/Raku/dynaver.raku,gpt-4o-end2000,Perl,Raku
/samples/Raku/calendar.t,gpt-4o-end2000,Perl,Raku
/samples/Raku/A.pm,gpt-4o-end2000,Perl,Raku
/samples/BlitzBasic/LList.bb,gpt-4o-end2000,BlitzMax,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,gpt-4o-end2000,Blitz3D,BlitzBasic
/samples/BlitzBasic/PObj.bb,gpt-4o-end2000,BlitzMax,BlitzBasic
/samples/JSONiq/query.jq,gpt-4o-end2000,XQuery,JSONiq
/samples/JSONiq/detail.jq,gpt-4o-end2000,XQuery,JSONiq
/samples/Pug/hello.jade,gpt-4o-end2000,Ruby,Pug
/samples/Monkey C/VesselModel.mc,gpt-4o-end2000,JavaScript,Monkey C
/samples/TOML/filenames/uv.lock,gpt-4o-end2000,Python,TOML
/samples/TOML/filenames/Cargo.lock,gpt-4o-end2000,Rust,TOML
/samples/TOML/filenames/poetry.lock,gpt-4o-end2000,Python,TOML
/samples/TOML/filenames/pdm.lock,gpt-4o-end2000,Python,TOML
/samples/TOML/filenames/Gopkg.lock,gpt-4o-end2000,Go,TOML
/samples/Stata/tanh.mata,gpt-4o-end2000,J,Stata
/samples/Stata/hello.ado,gpt-4o-end2000,Inform,Stata
/samples/Stata/include.ihlp,gpt-4o-end2000,JCL,Stata
/samples/Stata/limits.matah,gpt-4o-end2000,Fortran,Stata
/samples/Unity3D Asset/TimeManager.asset,gpt-4o-end2000,YAML,Unity3D Asset
/samples/Unity3D Asset/Tiles.meta,gpt-4o-end2000,YAML,Unity3D Asset
/samples/Unity3D Asset/canvas_Fullscreen_Fader.prefab,gpt-4o-end2000,YAML,Unity3D Asset
/samples/Unity3D Asset/GapTile.mat,gpt-4o-end2000,YAML,Unity3D Asset
/samples/Unity3D Asset/Hover.anim,gpt-4o-end2000,The,Unity3D Asset
/samples/Unity3D Asset/handFingers.mask,gpt-4o-end2000,The,Unity3D Asset
/samples/AGS Script/KeyboardMovement_102.ash,gpt-4o-end2000,UnrealScript,AGS Script
/samples/AGS Script/GlobalScript.asc,gpt-4o-end2000,AGS,AGS Script
/samples/AGS Script/GlobalScript.ash,gpt-4o-end2000,C,AGS Script
/samples/AGS Script/KeyboardMovement_102.asc,gpt-4o-end2000,C++,AGS Script
/samples/DenizenScript/sample1.dsc,gpt-4o-end2000,Denizen,DenizenScript
/samples/DenizenScript/sample2.dsc,gpt-4o-end2000,Denizen,DenizenScript
/samples/X10/StructSpheres.x10,gpt-4o-end2000,Xtend,X10
/samples/X10/KMeansSPMD.x10,gpt-4o-end2000,Kotlin,X10
/samples/BitBake/cmake.bbclass,gpt-4o-end2000,Shell,BitBake
/samples/Groovy/template.grt,gpt-4o-end2000,HCL,Groovy
/samples/Groovy/template.gtpl,gpt-4o-end2000,CSS,Groovy
/samples/RON/config.ron,gpt-4o-end2000,Rust,RON
/samples/Tea/foo.tea,gpt-4o-end2000,HTML,Tea
/samples/OpenEdge ABL/Util.cls,gpt-4o-end2000,Progress,OpenEdge ABL
/samples/OpenEdge ABL/openedge.p,gpt-4o-end2000,Prolog,OpenEdge ABL
/samples/OpenEdge ABL/test-win.w,gpt-4o-end2000,Progress,OpenEdge ABL
/samples/OpenEdge ABL/SendEmailAlgorithm.cls,gpt-4o-end2000,Progress,OpenEdge ABL
/samples/OpenEdge ABL/Email.cls,gpt-4o-end2000,Progress,OpenEdge ABL
/samples/OpenEdge ABL/SocketReader.p,gpt-4o-end2000,Progress,OpenEdge ABL
/samples/Slice/Test.ice,gpt-4o-end2000,C++,Slice
/samples/Slice/testSlice01.ice,gpt-4o-end2000,IDL,Slice
/samples/Noir/array.nr,gpt-4o-end2000,Rust,Noir
/samples/Noir/ecrecover_lib.nr,gpt-4o-end2000,Rust,Noir
/samples/Procfile/filenames/Procfile,gpt-4o-end2000,Ruby,Procfile
/samples/Nemerle/hello.n,gpt-4o-end2000,F#,Nemerle
/samples/WebIDL/AnimationEvent.webidl,gpt-4o-end2000,Web,WebIDL
/samples/WebIDL/Fetch.webidl,gpt-4o-end2000,Web,WebIDL
/samples/Gradle Kotlin DSL/build.gradle.kts,gpt-4o-end2000,Groovy,Gradle Kotlin DSL
/samples/Avro IDL/user.avdl,gpt-4o-end2000,Thrift,Avro IDL
/samples/JSONLD/sample.jsonld,gpt-4o-end2000,JSON,JSONLD
/samples/ImageJ Macro/batch of ratiometric FRET using IO settings.ijm,gpt-4o-end2000,ImageJ,ImageJ Macro
/samples/ImageJ Macro/simple.ijm,gpt-4o-end2000,ImageJ,ImageJ Macro
/samples/Shen/graph.shen,gpt-4o-end2000,Scheme,Shen
/samples/Logos/Tweak.x,gpt-4o-end2000,Objective,Logos
/samples/Logos/string1.x,gpt-4o-end2000,Tcl,Logos
/samples/Logos/NCHax.x,gpt-4o-end2000,Objective,Logos
/samples/Logos/NoCarrier.x,gpt-4o-end2000,Objective,Logos
/samples/RUNOFF/longlib.rno,gpt-4o-end2000,The,RUNOFF
/samples/RUNOFF/contributing.rnh,gpt-4o-end2000,Ruby,RUNOFF
/samples/RUNOFF/mcp_help.rnh,gpt-4o-end2000,DCL,RUNOFF
/samples/RUNOFF/VMS_ZIP.RNH,gpt-4o-end2000,The,RUNOFF
/samples/Lark/ebl_atf.lark,gpt-4o-end2000,ANTLR,Lark
/samples/ShaderLab/Fog.shader,gpt-4o-end2000,HLSL,ShaderLab
/samples/ShaderLab/Uber.shader,gpt-4o-end2000,HLSL,ShaderLab
/samples/ShaderLab/DepthOfField.shader,gpt-4o-end2000,HLSL,ShaderLab
/samples/Nearley/nearley-language-bootstrapped.ne,gpt-4o-end2000,JavaScript,Nearley
/samples/omnetpp-msg/TcpConnectionState.msg,gpt-4o-end2000,C++,omnetpp-msg
/samples/omnetpp-msg/GptpPacket.msg,gpt-4o-end2000,C++,omnetpp-msg
/samples/omnetpp-msg/TcpConnection.msg,gpt-4o-end2000,NED,omnetpp-msg
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,gpt-4o-end2000,AGC,Apollo Guidance Computer
/samples/Public Key/gpg_key.asc,gpt-4o-end2000,The,Public Key
/samples/Public Key/sunCert.asc,gpt-4o-end2000,None,Public Key
/samples/Public Key/id_rsa.pub,gpt-4o-end2000,The,Public Key
/samples/Public Key/sshkey1.asc,gpt-4o-end2000,The,Public Key
/samples/Public Key/id_dsa.asc,gpt-4o-end2000,Python,Public Key
/samples/Public Key/id_rsa.asc,gpt-4o-end2000,The,Public Key
/samples/Public Key/id.pub,gpt-4o-end2000,The,Public Key
/samples/Protocol Buffer Text Format/schema.pbtxt,gpt-4o-end2000,Protocol,Protocol Buffer Text Format
/samples/Protocol Buffer Text Format/cudnn_benchmarks.textproto,gpt-4o-end2000,Protocol,Protocol Buffer Text Format
/samples/Protocol Buffer Text Format/ProjectSettings.pbt,gpt-4o-end2000,HCL,Protocol Buffer Text Format
/samples/Protocol Buffer Text Format/Tree.pbt,gpt-4o-end2000,The,Protocol Buffer Text Format
/samples/TSPLIB data/dantzig42.tsp,gpt-4o-end2000,The,TSPLIB data
/samples/TSPLIB data/att48.tsp,gpt-4o-end2000,None,TSPLIB data
/samples/Glimmer TS/template-only.gts,gpt-4o-end2000,TypeScript,Glimmer TS
/samples/Glimmer TS/class.gts,gpt-4o-end2000,JavaScript,Glimmer TS
/samples/Bikeshed/example2.bs,gpt-4o-end2000,JSON,Bikeshed
/samples/Bikeshed/example.bs,gpt-4o-end2000,HTML,Bikeshed
/samples/PEG.js/abnfp.peggy,gpt-4o-end2000,PEG,PEG.js
/samples/PEG.js/rfc5988.pegjs,gpt-4o-end2000,PEG,PEG.js
/samples/Beef/Program.bf,gpt-4o-end2000,D,Beef
/samples/Beef/ProfilePanel.bf,gpt-4o-end2000,C#,Beef
/samples/Beef/RandoCode.bf,gpt-4o-end2000,C#,Beef
/samples/Grammatical Framework/FoodsMon.gf,gpt-4o-end2000,Grammatical,Grammatical Framework
/samples/Grammatical Framework/FoodsDut.gf,gpt-4o-end2000,Grammatical,Grammatical Framework
/samples/Grammatical Framework/Foods.gf,gpt-4o-end2000,GF,Grammatical Framework
/samples/Grammatical Framework/LexFoodsIta.gf,gpt-4o-end2000,Grammatical,Grammatical Framework
/samples/Grammatical Framework/FoodsFin.gf,gpt-4o-end2000,Grammatical,Grammatical Framework
