filename,tool_configuration,language,ground-truth
/samples/Assembly/lib.inc,claude-3-5-sonnet-mid2000,Based,Assembly
/samples/Assembly/cpu_feat.nas,claude-3-5-sonnet-mid2000,NASM,Assembly
/samples/Avro IDL/user.avdl,claude-3-5-sonnet-end2000,Avro,Avro IDL
/samples/Avro IDL/user.avdl,claude-3-5-sonnet-mid2000,Thrift,Avro IDL
/samples/B4X/B4XMainPage.bas,claude-3-5-sonnet-mid2000,B4A,B4X
/samples/B4X/B4XMainPage.bas,claude-3-5-sonnet-end2000,Basic4Android,B4X
/samples/B4X/RequestsManager.bas,claude-3-5-sonnet-end2000,B4J,B4X
/samples/B4X/OAuth.bas.bas,claude-3-5-sonnet-end2000,Visual,B4X
/samples/BASIC/GPIOGW.BAS,claude-3-5-sonnet-end2000,GWBASIC,BASIC
/samples/Beef/Program.bf,claude-3-5-sonnet-end2000,C#,Beef
/samples/Berry/berry_schema_validator.be,claude-3-5-sonnet-end2000,Ruby,Berry
/samples/Bikeshed/example.bs,claude-3-5-sonnet-mid2000,YAML,Bikeshed
/samples/Bikeshed/example2.bs,claude-3-5-sonnet-beg2000,LaTeX,Bikeshed
/samples/Bikeshed/example.bs,claude-3-5-sonnet-end2000,HTML,Bikeshed
/samples/Bikeshed/example2.bs,claude-3-5-sonnet-end2000,Text,Bikeshed
/samples/BitBake/gstreamer-libav.bb,claude-3-5-sonnet-end2000,Makefile,BitBake
/samples/BitBake/cmake.bbclass,claude-3-5-sonnet-end2000,CMake,BitBake
/samples/BitBake/qtbase-native.bb,claude-3-5-sonnet-end2000,Shell,BitBake
/samples/BitBake/xorg-driver-common.inc,claude-3-5-sonnet-end2000,Python,BitBake
/samples/Blade/hello.blade,claude-3-5-sonnet-end2000,HTML,Blade
/samples/BlitzBasic/LList.bb,claude-3-5-sonnet-end2000,Blitz3D,BlitzBasic
/samples/Bluespec/TL.bsv,claude-3-5-sonnet-mid2000,Verilog,Bluespec
/samples/Bluespec BH/TL.bs,claude-3-5-sonnet-end2000,Haskell,Bluespec BH
/samples/Bluespec BH/TbTL.bs,claude-3-5-sonnet-end2000,Verilog,Bluespec BH
/samples/Boogie/Bubble.bpl,claude-3-5-sonnet-end2000,Dafny,Boogie
/samples/BrighterScript/SimpleGrid.bs,claude-3-5-sonnet-end2000,JSON,BrighterScript
/samples/BrighterScript/Main.bs,claude-3-5-sonnet-end2000,BrightScript,BrighterScript
/samples/C/ArrowLeft.h,claude-3-5-sonnet-end2000,Python,C
/samples/C/exception.zep.h,claude-3-5-sonnet-end2000,Zephir,C
/samples/C/exception.zep.h,claude-3-5-sonnet-mid2000,PHP,C
/samples/C/rdiscount.c,claude-3-5-sonnet-mid2000,Ruby,C
/samples/C/Arduino.cats,claude-3-5-sonnet-end2000,C++,C
/samples/C++/hello.ino,claude-3-5-sonnet-mid2000,Here,C++
/samples/C++/wrapper_inner.cpp,claude-3-5-sonnet-mid2000,Cython,C++
/samples/C++/wrapper_inner.cpp,claude-3-5-sonnet-end2000,Based,C++
/samples/C++/simple.re,claude-3-5-sonnet-end2000,C,C++
/samples/C++/cnokw.re,claude-3-5-sonnet-end2000,Lex,C++
/samples/C++/grpc.pb.cc,claude-3-5-sonnet-end2000,Protobuf,C++
/samples/C++/grpc.pb.cc,claude-3-5-sonnet-beg2000,Protocol,C++
/samples/C++/octave_changer.ino,claude-3-5-sonnet-end2000,Arduino,C++
/samples/CAP CDS/admin-service.cds,claude-3-5-sonnet-end2000,CAP,CAP CDS
/samples/CAP CDS/user-service.cds,claude-3-5-sonnet-end2000,CDS,CAP CDS
/samples/CIL/guix-daemon.cil,claude-3-5-sonnet-mid2000,SELinux,CIL
/samples/CIL/guix-daemon.cil,claude-3-5-sonnet-end2000,Lisp,CIL
/samples/CIL/certfile.cil,claude-3-5-sonnet-end2000,Common,CIL
/samples/CODEOWNERS/filenames/CODEOWNERS,claude-3-5-sonnet-end2000,GITATTRIBUTES,CODEOWNERS
/samples/CSON/ff-sfd.cson,claude-3-5-sonnet-end2000,YAML,CSON
/samples/CSON/wercker-status.cson,claude-3-5-sonnet-end2000,JSON,CSON
/samples/CSON/wercker-status.cson,claude-3-5-sonnet-mid2000,CoffeeScript,CSON
/samples/CWeb/mpmathdouble.w,claude-3-5-sonnet-end2000,C,CWeb
/samples/Cabal Config/defaults.cabal,claude-3-5-sonnet-end2000,Haskell,Cabal Config
/samples/Caddyfile/acmeserver.Caddyfile,claude-3-5-sonnet-end2000,Caddy,Caddyfile
/samples/Cairo/cust_struct_vect.cairo,claude-3-5-sonnet-end2000,Rust,Cairo
/samples/Cairo/pizza_factory.cairo,claude-3-5-sonnet-beg2000,Herevrr,Cairo
/samples/Cairo Zero/casm.cairo,claude-3-5-sonnet-end2000,Cairo,Cairo Zero
/samples/Cairo Zero/contract.cairo,claude-3-5-sonnet-end2000,Python,Cairo Zero
/samples/CameLIGO/FA1.2.mligo,claude-3-5-sonnet-end2000,OCaml,CameLIGO
/samples/Carbon/Shapes.carbon,claude-3-5-sonnet-mid2000,Zig,Carbon
/samples/Carbon/Shapes.carbon,claude-3-5-sonnet-end2000,Odin,Carbon
/samples/Chapel/hello.chpl,claude-3-5-sonnet-end2000,Pascal,Chapel
/samples/Chapel/lulesh.chpl,claude-3-5-sonnet-mid2000,JavaScript,Chapel
/samples/Checksums/zero.sha2,claude-3-5-sonnet-mid2000,Binary,Checksums
/samples/Checksums/bsd-style.sha256,claude-3-5-sonnet-mid2000,None,Checksums
/samples/Checksums/zero.sha2,claude-3-5-sonnet-end2000,Python,Checksums
/samples/Checksums/filenames/SHA256SUMS,claude-3-5-sonnet-end2000,065pride,Checksums
/samples/Checksums/single_hash.md4,claude-3-5-sonnet-end2000,Unknown,Checksums
/samples/Checksums/gnu-style.sha256,claude-3-5-sonnet-end2000,Text,Checksums
/samples/Checksums/bsd-style.sha256,claude-3-5-sonnet-end2000,This,Checksums
/samples/Cirru/folding.cirru,claude-3-5-sonnet-end2000,Regex,Cirru
/samples/Cirru/unfolding.cirru,claude-3-5-sonnet-end2000,Tcl,Cirru
/samples/Cirru/calcit.cirru,claude-3-5-sonnet-end2000,EDN,Cirru
/samples/Cirru/comma.cirru,claude-3-5-sonnet-end2000,Python,Cirru
/samples/Cirru/indent.cirru,claude-3-5-sonnet-end2000,LaTeX,Cirru
/samples/Cirru/template.cirru,claude-3-5-sonnet-mid2000,CSS,Cirru
/samples/Cirru/calcit.cirru,claude-3-5-sonnet-mid2000,Clojure,Cirru
/samples/Cirru/indent.cirru,claude-3-5-sonnet-mid2000,Ruby,Cirru
/samples/Cirru/parentheses.cirru,claude-3-5-sonnet-end2000,This,Cirru
/samples/Cirru/parentheses.cirru,claude-3-5-sonnet-mid2000,Text,Cirru
/samples/Cirru/demo.cirru,claude-3-5-sonnet-mid2000,Haskell,Cirru
/samples/Cirru/folding.cirru,claude-3-5-sonnet-mid2000,Bash,Cirru
/samples/Cirru/demo.cirru,claude-3-5-sonnet-end2000,Lisp,Cirru
/samples/Cirru/line.cirru,claude-3-5-sonnet-end2000,Unknown,Cirru
/samples/Cirru/webpack.config.cirru,claude-3-5-sonnet-end2000,JavaScript,Cirru
/samples/Cirru/html.cirru,claude-3-5-sonnet-end2000,Slim,Cirru
/samples/Cirru/template.cirru,claude-3-5-sonnet-end2000,Java,Cirru
/samples/Clarion/ConsoleSupport.clw,claude-3-5-sonnet-end2000,Pascal,Clarion
/samples/Clarion/HelloWorld.clw,claude-3-5-sonnet-end2000,ABAP,Clarion
/samples/Classic ASP/sendingcontent-xml.asp,claude-3-5-sonnet-end2000,ASP,Classic ASP
/samples/Clean/sem.icl,claude-3-5-sonnet-end2000,Haskell,Clean
/samples/Clojure/hiccup.hic,claude-3-5-sonnet-mid2000,Hiccup,Clojure
/samples/Closure Templates/example.soy,claude-3-5-sonnet-end2000,Closure,Closure Templates
/samples/Cloud Firestore Security Rules/filenames/firestore.rules,claude-3-5-sonnet-mid2000,Firebase,Cloud Firestore Security Rules
/samples/Cloud Firestore Security Rules/filenames/firestore.rules,claude-3-5-sonnet-end2000,JavaScript,Cloud Firestore Security Rules
/samples/CoNLL-U/CF1.conllu,claude-3-5-sonnet-end2000,CoNLL,CoNLL-U
/samples/CoNLL-U/en-ud-test-abridged.conllu,claude-3-5-sonnet-end2000,JSON,CoNLL-U
/samples/CodeQL/qll-sample3.qll,claude-3-5-sonnet-end2000,Python,CodeQL
/samples/CodeQL/ql-sample.ql,claude-3-5-sonnet-end2000,QL,CodeQL
/samples/CoffeeScript/hello.coffee,claude-3-5-sonnet-mid2000,Ruby,CoffeeScript
/samples/CoffeeScript/hello.coffee,claude-3-5-sonnet-end2000,JavaScript,CoffeeScript
/samples/ColdFusion/example.cfm,claude-3-5-sonnet-mid2000,CFML,ColdFusion
/samples/ColdFusion CFC/exampleTag.cfc,claude-3-5-sonnet-end2000,ColdFusion,ColdFusion CFC
/samples/Common Lisp/hello.lisp,claude-3-5-sonnet-end2000,LISP,Common Lisp
/samples/Common Lisp/hello.lisp,claude-3-5-sonnet-mid2000,Common,Common Lisp
/samples/Common Lisp/sample.lisp,claude-3-5-sonnet-end2000,Lisp,Common Lisp
/samples/Common Workflow Language/trunk-peak-score.cwl,claude-3-5-sonnet-end2000,CWL,Common Workflow Language
/samples/Component Pascal/Example.cp,claude-3-5-sonnet-end2000,Oberon,Component Pascal
/samples/Coq/JsInterpreterExtraction.v,claude-3-5-sonnet-end2000,OCaml,Coq
/samples/Creole/creole.creole,claude-3-5-sonnet-end2000,Ruby,Creole
/samples/Crystal/const_spec.cr,claude-3-5-sonnet-mid2000,Ruby,Crystal
/samples/Csound Document/allglass.csd,claude-3-5-sonnet-end2000,Csound,Csound Document
/samples/Csound Score/test.sco,claude-3-5-sonnet-mid2000,Befunge,Csound Score
/samples/Csound Score/test.sco,claude-3-5-sonnet-end2000,Forth,Csound Score
/samples/Csound Score/allglass.sco,claude-3-5-sonnet-end2000,Unknown,Csound Score
/samples/Csound Score/allglass.sco,claude-3-5-sonnet-mid2000,SMILES,Csound Score
/samples/Csound Score/interp.sco,claude-3-5-sonnet-mid2000,Brainfuck,Csound Score
/samples/Csound Score/interp.sco,claude-3-5-sonnet-end2000,Tcl,Csound Score
/samples/Cuda/vectorAdd.cu,claude-3-5-sonnet-end2000,C,Cuda
/samples/Cuda/vectorAdd.cu,claude-3-5-sonnet-mid2000,C++,Cuda
/samples/Cue Sheet/sample2.cue,claude-3-5-sonnet-end2000,CUE,Cue Sheet
/samples/Curry/Prelude.curry,claude-3-5-sonnet-end2000,Haskell,Curry
/samples/Cycript/utils.cy,claude-3-5-sonnet-end2000,JavaScript,Cycript
/samples/Cylc/model.cylc,claude-3-5-sonnet-mid2000,YAML,Cylc
/samples/Cylc/cset.cylc,claude-3-5-sonnet-mid2000,Python,Cylc
/samples/Cylc/cset.cylc,claude-3-5-sonnet-end2000,Jinja2,Cylc
/samples/D/function.d,claude-3-5-sonnet-end2000,C++,D
/samples/D2/calc_algo.d2,claude-3-5-sonnet-end2000,Kotlin,D2
/samples/DIGITAL Command Language/ghostpdl_zlib_make_vms.com,claude-3-5-sonnet-end2000,DCL,DIGITAL Command Language
/samples/DNS Zone/sample.arpa,claude-3-5-sonnet-end2000,DNS,DNS Zone
/samples/DTrace/probes.d,claude-3-5-sonnet-end2000,C,DTrace
/samples/DataWeave/customInterpolator.dwl,claude-3-5-sonnet-mid2000,Kotlin,DataWeave
/samples/DataWeave/customInterpolator.dwl,claude-3-5-sonnet-end2000,SQL,DataWeave
/samples/Debian Package Control File/example2.dsc,claude-3-5-sonnet-end2000,Debian,Debian Package Control File
/samples/Debian Package Control File/example1.dsc,claude-3-5-sonnet-end2000,Here,Debian Package Control File
/samples/DenizenScript/sample2.dsc,claude-3-5-sonnet-end2000,YAML,DenizenScript
/samples/DenizenScript/sample1.dsc,claude-3-5-sonnet-end2000,Denizen,DenizenScript
/samples/Diff/dude-thing-okay--001.patch,claude-3-5-sonnet-end2000,Ruby,Diff
/samples/DirectX 3D File/cube.x,claude-3-5-sonnet-end2000,DirectX,DirectX 3D File
/samples/Dotenv/default.env,claude-3-5-sonnet-end2000,JavaScript,Dotenv
/samples/Dotenv/filenames/.env.prod,claude-3-5-sonnet-end2000,JSON,Dotenv
/samples/Dotenv/filenames/.env.ci,claude-3-5-sonnet-end2000,Shell,Dotenv
/samples/Dotenv/filenames/.env.development.local,claude-3-5-sonnet-end2000,Bash,Dotenv
/samples/Dotenv/filenames/.env.production,claude-3-5-sonnet-end2000,Vue,Dotenv
/samples/Dotenv/filenames/.env.local,claude-3-5-sonnet-end2000,Environment,Dotenv
/samples/Dotenv/filenames/.env.example,claude-3-5-sonnet-end2000,ENV,Dotenv
/samples/Dotenv/filenames/.env.sample,claude-3-5-sonnet-end2000,SQL,Dotenv
/samples/Dotenv/filenames/.env.test,claude-3-5-sonnet-end2000,PHP,Dotenv
/samples/E-mail/example.eml,claude-3-5-sonnet-end2000,HTML,E-mail
/samples/ECLiPSe/or-constraint.ecl,claude-3-5-sonnet-end2000,Prolog,ECLiPSe
/samples/EJS/modules.ejs.t,claude-3-5-sonnet-mid2000,TypeScript,EJS
/samples/EJS/email_template.ect,claude-3-5-sonnet-end2000,HTML,EJS
/samples/EJS/modules.ejs.t,claude-3-5-sonnet-end2000,JavaScript,EJS
/samples/EQ/SEButtonEntity.eq,claude-3-5-sonnet-end2000,Java,EQ
/samples/EQ/SEButtonEntity.eq,claude-3-5-sonnet-beg2000,C#,EQ
/samples/EQ/SEButtonEntity.eq,claude-3-5-sonnet-mid2000,Eqela,EQ
/samples/Eagle/Eagle.brd,claude-3-5-sonnet-mid2000,HTML,Eagle
/samples/Eagle/Eagle.sch,claude-3-5-sonnet-end2000,XML,Eagle
/samples/Earthly/filenames/Earthfile,claude-3-5-sonnet-end2000,Java,Earthly
/samples/Earthly/filenames/Earthfile,claude-3-5-sonnet-mid2000,Dockerfile,Earthly
/samples/Easybuild/bzip2-1.0.6-GCC-4.9.2.eb,claude-3-5-sonnet-end2000,Python,Easybuild
/samples/Ecmarkup/spec.html,claude-3-5-sonnet-mid2000,ECMAScript,Ecmarkup
/samples/Ecmarkup/spec.html,claude-3-5-sonnet-end2000,JavaScript,Ecmarkup
/samples/Edge/pricing.edge,claude-3-5-sonnet-end2000,HTML,Edge
/samples/EdgeQL/migration.edgeql,claude-3-5-sonnet-beg2000,EdgeDB,EdgeQL
/samples/EditorConfig/ASP.NET.EditorConfig,claude-3-5-sonnet-end2000,C#,EditorConfig
/samples/Edje Data Collection/mild.edc,claude-3-5-sonnet-end2000,EDC,Edje Data Collection
/samples/Elm/QuickSort.elm,claude-3-5-sonnet-end2000,Haskell,Elm
/samples/Emacs Lisp/.emacs.desktop,claude-3-5-sonnet-end2000,Emacs,Emacs Lisp
/samples/Emacs Lisp/dude.el,claude-3-5-sonnet-mid2000,Clojure,Emacs Lisp
/samples/Emacs Lisp/dude.el,claude-3-5-sonnet-end2000,Lisp,Emacs Lisp
/samples/EmberScript/momentComponent.em,claude-3-5-sonnet-end2000,CoffeeScript,EmberScript
/samples/Erlang/record_utils.erl,claude-3-5-sonnet-mid2000,Here,Erlang
/samples/FIGlet Font/ivrit.flf,claude-3-5-sonnet-end2000,JSON,FIGlet Font
/samples/FIGlet Font/ivrit.flf,claude-3-5-sonnet-mid2000,ASCII,FIGlet Font
/samples/FIRRTL/LFSR.fir,claude-3-5-sonnet-end2000,Scala,FIRRTL
/samples/FLUX/gameserver.fx,claude-3-5-sonnet-end2000,Erlang,FLUX
/samples/FLUX/mbittorrent.fx,claude-3-5-sonnet-end2000,C,FLUX
/samples/FLUX/gameserver.fx,claude-3-5-sonnet-mid2000,Manifold,FLUX
/samples/FLUX/imageserver.fx,claude-3-5-sonnet-end2000,Flow,FLUX
/samples/FLUX/imageserver.fx,claude-3-5-sonnet-beg2000,C++,FLUX
/samples/Fennel/repl.fnl,claude-3-5-sonnet-end2000,Lua,Fennel
/samples/Filebench WML/copyfiles.f,claude-3-5-sonnet-end2000,Filebench,Filebench WML
/samples/Filterscript/colormatrix.fs,claude-3-5-sonnet-end2000,C,Filterscript
/samples/Filterscript/fs_kernel.fs,claude-3-5-sonnet-end2000,RenderScript,Filterscript
/samples/Fluent/gecko_strings.ftl,claude-3-5-sonnet-end2000,FTL,Fluent
/samples/Formatted/wksst8110.for,claude-3-5-sonnet-end2000,This,Formatted
/samples/Formatted/long_seq.for,claude-3-5-sonnet-mid2000,Text,Formatted
/samples/Formatted/NiAlH_jea.eam.fs,claude-3-5-sonnet-mid2000,Fortran,Formatted
/samples/Formatted/NiAlH_jea.eam.fs,claude-3-5-sonnet-end2000,Python,Formatted
/samples/Formatted/wksst8110.for,claude-3-5-sonnet-mid2000,None,Formatted
/samples/Forth/core-ext.fth,claude-3-5-sonnet-end2000,Based,Forth
/samples/FreeBASIC/ir.bas,claude-3-5-sonnet-end2000,BASIC,FreeBASIC
/samples/Frege/Sudoku.fr,claude-3-5-sonnet-end2000,Haskell,Frege
/samples/Fstar/Hacl.HKDF.fst,claude-3-5-sonnet-mid2000,F#,Fstar
/samples/Fstar/Hacl.Spec.Bignum.Fmul.fst,claude-3-5-sonnet-end2000,F,Fstar
/samples/Fstar/Hacl.HKDF.fst,claude-3-5-sonnet-end2000,OCaml,Fstar
/samples/Futhark/gaussian_blur.fut,claude-3-5-sonnet-end2000,Python,Futhark
/samples/G-code/square.g,claude-3-5-sonnet-end2000,G,G-code
/samples/GCC Machine Description/pdp10.md,claude-3-5-sonnet-end2000,C,GCC Machine Description
/samples/GCC Machine Description/pdp10.md,claude-3-5-sonnet-mid2000,Assembly,GCC Machine Description
/samples/GDB/as3.gdbinit,claude-3-5-sonnet-end2000,Ruby,GDB
/samples/GDScript/grid.gd,claude-3-5-sonnet-mid2000,Based,GDScript
/samples/GDScript/pong.gd,claude-3-5-sonnet-mid2000,scrollrain,GDScript
/samples/GN/ios-rules.gni,claude-3-5-sonnet-mid2000,Here,GN
/samples/GN/gcc_toolchain.gni,claude-3-5-sonnet-mid2000,Python,GN
/samples/GN/icu.gn,claude-3-5-sonnet-end2000,C++,GN
/samples/GN/BUILD.gn,claude-3-5-sonnet-beg2000,Based,GN
/samples/GSC/array_override_common.gsh,claude-3-5-sonnet-end2000,C,GSC
/samples/GSC/zm_init.gsc,claude-3-5-sonnet-end2000,JavaScript,GSC
/samples/Game Maker Language/_piwikCacheRequest.gml,claude-3-5-sonnet-end2000,GML,Game Maker Language
/samples/Game Maker Language/jsonion_test.gml,claude-3-5-sonnet-end2000,C,Game Maker Language
/samples/Game Maker Language/_piwikSendReq.gml,claude-3-5-sonnet-end2000,GameMaker,Game Maker Language
/samples/Gemfile.lock/filenames/Gemfile.lock,claude-3-5-sonnet-end2000,Ruby,Gemfile.lock
/samples/Gemini/instructions.gmi,claude-3-5-sonnet-end2000,JSON,Gemini
/samples/Gemini/instructions.gmi,claude-3-5-sonnet-mid2000,Markdown,Gemini
/samples/Genero 4gl/webserv1_api.4gl,claude-3-5-sonnet-end2000,Informix,Genero 4gl
/samples/Genero per/books1.per,claude-3-5-sonnet-end2000,4GL,Genero per
/samples/Genero per/books1.per,claude-3-5-sonnet-mid2000,Informix,Genero per
/samples/Genie/web.gs,claude-3-5-sonnet-end2000,Vala,Genie
/samples/Genie/Hello.gs,claude-3-5-sonnet-end2000,Python,Genie
/samples/Genie/Hello.gs,claude-3-5-sonnet-mid2000,Lua,Genie
/samples/Genie/Class.gs,claude-3-5-sonnet-mid2000,Monkey,Genie
/samples/Gerber Image/simonShield-F.SilkS.gbr,claude-3-5-sonnet-end2000,Gerber,Gerber Image
/samples/Gerber Image/LIDARLite.ncl,claude-3-5-sonnet-end2000,G,Gerber Image
/samples/Gherkin/resources.story,claude-3-5-sonnet-mid2000,Here,Gherkin
/samples/Git Attributes/filenames/.gitattributes,claude-3-5-sonnet-mid2000,Git,Git Attributes
/samples/Git Attributes/filenames/.gitattributes,claude-3-5-sonnet-end2000,INI,Git Attributes
/samples/Git Config/aliases.gitconfig,claude-3-5-sonnet-mid2000,Shell,Git Config
/samples/Git Config/aliases.gitconfig,claude-3-5-sonnet-end2000,Git,Git Config
/samples/Git Revision List/filenames/.git-blame-ignore-revs,claude-3-5-sonnet-end2000,Git,Git Revision List
/samples/Glimmer JS/class.gjs,claude-3-5-sonnet-end2000,JavaScript,Glimmer JS
/samples/Glimmer JS/template-only.gjs,claude-3-5-sonnet-mid2000,HTML,Glimmer JS
/samples/Glimmer TS/template-only.gts,claude-3-5-sonnet-end2000,TypeScript,Glimmer TS
/samples/Glyph Bitmap Distribution Format/bitbuntu.bdf,claude-3-5-sonnet-end2000,BDF,Glyph Bitmap Distribution Format
/samples/Gnuplot/histograms.2.gnu,claude-3-5-sonnet-end2000,Here,Gnuplot
/samples/Go/embedded.go,claude-3-5-sonnet-mid2000,Binary,Go
/samples/Go Checksums/filenames/go.sum,claude-3-5-sonnet-end2000,Go,Go Checksums
/samples/Go Module/filenames/go.mod,claude-3-5-sonnet-end2000,Go,Go Module
/samples/Go Workspace/filenames/go.work,claude-3-5-sonnet-end2000,Go,Go Workspace
/samples/Godot Resource/signals_library.gdnlib,claude-3-5-sonnet-mid2000,GDExtension,Godot Resource
/samples/Godot Resource/default.tres,claude-3-5-sonnet-end2000,GDScript,Godot Resource
/samples/Golo/logdeco.golo,claude-3-5-sonnet-end2000,Groovy,Golo
/samples/Golo/null-safety.golo,claude-3-5-sonnet-end2000,Java,Golo
/samples/Gosu/hello.vark,claude-3-5-sonnet-end2000,JavaScript,Gosu
/samples/Grace/ackerman_function.grace,claude-3-5-sonnet-end2000,Roc,Grace
/samples/Gradle/build.gradle,claude-3-5-sonnet-end2000,Groovy,Gradle
/samples/Gradle Kotlin DSL/build.gradle.kts,claude-3-5-sonnet-end2000,Gradle,Gradle Kotlin DSL
/samples/Grammatical Framework/Foods.gf,claude-3-5-sonnet-end2000,Haskell,Grammatical Framework
/samples/Grammatical Framework/FoodsMon.gf,claude-3-5-sonnet-end2000,GF,Grammatical Framework
/samples/Grammatical Framework/LexFoodsCat.gf,claude-3-5-sonnet-mid2000,wool,Grammatical Framework
/samples/Graph Modeling Language/sample3.gml,claude-3-5-sonnet-mid2000,Hereymore,Graph Modeling Language
/samples/Graph Modeling Language/sample.gml,claude-3-5-sonnet-mid2000,Here,Graph Modeling Language
/samples/Graph Modeling Language/sample2.gml,claude-3-5-sonnet-end2000,GML,Graph Modeling Language
/samples/GraphQL/kitchen-sink.graphql,claude-3-5-sonnet-end2000,Here,GraphQL
/samples/Graphviz (DOT)/sample.dot,claude-3-5-sonnet-end2000,DOT,Graphviz (DOT)
/samples/Groovy/template.gtpl,claude-3-5-sonnet-end2000,Hiccup,Groovy
/samples/Groovy/template.grt,claude-3-5-sonnet-mid2000,Slim,Groovy
/samples/Groovy/template.grt,claude-3-5-sonnet-end2000,HTML,Groovy
