filename,tool_configuration,language,ground-truth
/samples/Adblock Filter List/Imperial Units Remover.txt,cloc,Text,Adblock Filter List
/samples/Adblock Filter List/test_rules.txt,starcoder2,Detect,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,hyperpolyglot,,Adblock Filter List
/samples/Adblock Filter List/abp-filters-anti-cv.txt,magika,ini,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,magika,markdown,Adblock Filter List
/samples/Adobe Font Metrics/SpecialElite.afm,starcoder2,English,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,starcoder2,Python,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,magika,csv,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,cloc,,Adobe Font Metrics
/samples/Adobe Font Metrics/SpecialElite.afm,pygments-file-content,text,Adobe Font Metrics
/samples/Agda/NatCat.agda,magika,haskell,Agda
/samples/Agda/NatCat.agda,pygments-file-content,python,Agda
/samples/Agda/NatCat.agda,starcoder2,Haskell,Agda
/samples/Alloy/file_system.als,starcoder2,C++,Alloy
/samples/Alloy/file_system.als,pygments-file-content,gdscript,Alloy
/samples/Alloy/views.als,starcoder2,Detect,Alloy
/samples/Alloy/marksweepgc.als,pygments-file-content,tsql,Alloy
/samples/Alloy/marksweepgc.als,magika,verilog,Alloy
/samples/Alloy/views.als,cloc,,Alloy
/samples/Alloy/views.als,magika,haskell,Alloy
/samples/Alpine Abuild/filenames/APKBUILD,cloc,,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,magika,shell,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,starcoder2,Python,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,pygments-file-content,text,Alpine Abuild
/samples/Altium Designer/Sample Schematic Sheet.SchDoc,magika,vba,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,magika,ini,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,starcoder2,],Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,starcoder2,OutputJobFile,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,magika,winregistry,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,pygments-file-content,text,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,starcoder2,Python,Altium Designer
/samples/Altium Designer/Sample Schematic Sheet.SchDoc,starcoder2,⚠️ Skipping file due to encoding error: /samples/Altium Designer/Sample Schematic Sheet.SchDoc,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,cloc,,Altium Designer
/samples/AngelScript/botmanager.as,pygments-file-content,gdscript,AngelScript
/samples/AngelScript/payload.as,pygments-file-content,tsql,AngelScript
/samples/AngelScript/botmanager.as,pygments-filename,actionscript,AngelScript
/samples/AngelScript/payload.as,magika,cs,AngelScript
/samples/AngelScript/payload.as,cloc,ActionScript,AngelScript
/samples/AngelScript/botmanager.as,magika,cpp,AngelScript
/samples/AngelScript/botmanager.as,starcoder2,C++,AngelScript
/samples/Ant Build System/filenames/ant.xml,pygments-file-content,text,Ant Build System
/samples/Ant Build System/filenames/ant.xml,hyperpolyglot,,Ant Build System
/samples/Ant Build System/filenames/ant.xml,starcoder2,xml,Ant Build System
/samples/Ant Build System/filenames/ant.xml,cloc,XML,Ant Build System
/samples/Antlers/kitchensink.antlers.html,starcoder2,---,Antlers
/samples/Antlers/sitemap.antlers.xml,hyperpolyglot,,Antlers
/samples/Antlers/layout.antlers.html,starcoder2,#,Antlers
/samples/Antlers/sitemap.antlers.xml,starcoder2,xml,Antlers
/samples/Antlers/layout.antlers.html,cloc,HTML,Antlers
/samples/Antlers/index.antlers.html,starcoder2,ul,Antlers
/samples/Antlers/index.antlers.html,magika,twig,Antlers
/samples/Antlers/kitchensink.antlers.php,pygments-filename,php,Antlers
/samples/Antlers/layout.antlers.html,pygments-filename,html,Antlers
/samples/Antlers/kitchensink.antlers.html,pygments-file-content,html+php,Antlers
/samples/Antlers/sitemap.antlers.xml,cloc,XML,Antlers
/samples/Antlers/layout.antlers.html,pygments-file-content,xml+django,Antlers
/samples/Antlers/kitchensink.antlers.php,cloc,PHP,Antlers
/samples/Antlers/layout.antlers.html,magika,handlebars,Antlers
/samples/ApacheConf/filenames/httpd.conf,cloc,,ApacheConf
/samples/ApacheConf/filenames/.htaccess,starcoder2,PHP,ApacheConf
/samples/ApacheConf/apache.vhost,pygments-file-content,xml,ApacheConf
/samples/ApacheConf/filenames/apache2.conf,pygments-file-content,gdscript,ApacheConf
/samples/ApacheConf/filenames/.htaccess,pygments-file-content,tsql,ApacheConf
/samples/ApacheConf/apache.vhost,starcoder2,#######################,ApacheConf
/samples/ApacheConf/filenames/httpd.conf,magika,erb,ApacheConf
/samples/ApacheConf/filenames/apache2.conf,magika,htaccess,ApacheConf
/samples/ApacheConf/filenames/httpd.conf,starcoder2,Python,ApacheConf
/samples/ApacheConf/filenames/httpd.conf,pygments-filename,text,ApacheConf
/samples/Apex/AccountTrigger.trigger,pygments-file-content,css+lasso,Apex
/samples/Apex/BooleanUtils.cls,starcoder2,Detect,Apex
/samples/Apex/LogTriggerHandler.trigger,pygments-filename,text,Apex
/samples/Apex/TwilioAPI.cls,starcoder2,static,Apex
/samples/Apex/GeoUtils.cls,starcoder2,Python,Apex
/samples/Apex/ArrayUtils.cls,cloc,Apex Class,Apex
/samples/Apex/AccountTrigger.trigger,cloc,Apex Trigger,Apex
/samples/Apex/EmailUtils.cls,starcoder2,Java,Apex
/samples/Apex/ArrayUtils.cls,starcoder2,*,Apex
/samples/Apex/LanguageUtils.cls,starcoder2,Chinese,Apex
/samples/Apex/LanguageUtils.cls,magika,lisp,Apex
/samples/Apex/LogTriggerHandler.trigger,pygments-file-content,gdscript,Apex
/samples/Apex/ArrayUtils.cls,magika,java,Apex
/samples/Apex/ArrayUtils.cls,pygments-filename,openedge,Apex
/samples/Apex/EmailUtils.cls,magika,dart,Apex
/samples/Apex/LogTriggerHandler.trigger,magika,groovy,Apex
/samples/Apex/EmailUtils.cls,pygments-file-content,carbon,Apex
/samples/Apex/AddRelatedRecord.trigger,pygments-file-content,teratermmacro,Apex
/samples/Apex/BooleanUtils.cls,pygments-file-content,scilab,Apex
/samples/Apex/AccountTrigger.trigger,magika,cpp,Apex
/samples/Apex/ArrayUtils.cls,pygments-file-content,tsql,Apex
/samples/Apex/LogTriggerHandler.trigger,hyperpolyglot,,Apex
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,pygments-file-content,text,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,magika,tsv,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,cloc,,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,starcoder2,C++,Apollo Guidance Computer
/samples/AppleScript/Convert To PDF.applescript,magika,vba,AppleScript
/samples/AppleScript/center.applescript,magika,tcl,AppleScript
/samples/AppleScript/Count Messages in All Mailboxes.applescript,magika,lua,AppleScript
/samples/AppleScript/Get User Name.applescript,cloc,,AppleScript
/samples/AppleScript/Time Of Day.applescript,pygments-file-content,text,AppleScript
/samples/AppleScript/center.applescript,pygments-file-content,django,AppleScript
/samples/AppleScript/Convert To PDF.applescript,starcoder2,Python,AppleScript
/samples/AppleScript/Get User Name.applescript,magika,ocaml,AppleScript
/samples/AppleScript/Crazy Message Text.applescript,magika,verilog,AppleScript
/samples/AppleScript/Count Messages in All Mailboxes.applescript,starcoder2,mailboxName,AppleScript
/samples/AsciiDoc/list.asc,cloc,,AsciiDoc
/samples/AsciiDoc/list.asc,pygments-filename,asc,AsciiDoc
/samples/AsciiDoc/list.asc,starcoder2,Python,AsciiDoc
/samples/AsciiDoc/encoding.asciidoc,starcoder2,Ruby,AsciiDoc
/samples/AsciiDoc/sample.adoc,pygments-file-content,restructuredtext,AsciiDoc
/samples/AsciiDoc/encoding.asciidoc,pygments-file-content,mysql,AsciiDoc
/samples/AsciiDoc/encoding.asciidoc,magika,txt,AsciiDoc
/samples/AsciiDoc/encoding.asciidoc,pygments-filename,text,AsciiDoc
/samples/AsciiDoc/list.asc,magika,rst,AsciiDoc
/samples/AspectJ/OptimizeRecursionCache.aj,pygments-file-content,python,AspectJ
/samples/AspectJ/CacheAspect.aj,magika,java,AspectJ
/samples/AspectJ/CacheAspect.aj,starcoder2,Java,AspectJ
/samples/Assembly/3D_PRG.I,magika,asm,Assembly
/samples/Assembly/cpu_feat.nas,pygments-file-content,swig,Assembly
/samples/Assembly/lib.inc,pygments-file-content,brainfuck,Assembly
/samples/Assembly/audio.i,pygments-file-content,splus,Assembly
/samples/Assembly/A8514.I,pygments-file-content,carbon,Assembly
/samples/Assembly/3D_PRG.I,pygments-file-content,css+lasso,Assembly
/samples/Assembly/External Interrupt.a51,pygments-file-content,text,Assembly
/samples/Assembly/FASM.asm,pygments-file-content,tsql,Assembly
/samples/Assembly/macros.inc,pygments-file-content,gdscript,Assembly
/samples/Assembly/fp_sqr32_160_comba.inc,cloc,,Assembly
/samples/Assembly/A8514.I,starcoder2,C++,Assembly
/samples/Assembly/forth.nasm,pygments-filename,nasm,Assembly
/samples/Assembly/macros.inc,pygments-filename,pov,Assembly
/samples/Assembly/macros.inc,starcoder2,Detect,Assembly
/samples/Assembly/macros.inc,cloc,Pascal,Assembly
/samples/Assembly/audio.i,cloc,SWIG,Assembly
/samples/Assembly/fp_sqr32_160_comba.inc,starcoder2,Python,Assembly
/samples/Assembly/fftfpu.nas,starcoder2,C,Assembly
/samples/Assembly/cpu_feat.nas,starcoder2,NASM,Assembly
/samples/Astro/index.astro,pygments-file-content,python,Astro
/samples/Astro/index.astro,starcoder2,---,Astro
/samples/Astro/index.astro,magika,handlebars,Astro
/samples/Astro/index.astro,pygments-filename,text,Astro
/samples/Astro/index.astro,cloc,,Astro
/samples/Asymptote/figarc4_3D.asy,cloc,,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,magika,javascript,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,pygments-file-content,python,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,starcoder2,Python,Asymptote
/samples/AutoHotkey/hello.ahk,pygments-file-content,text,AutoHotkey
/samples/AutoHotkey/hello.ahk,starcoder2,Python,AutoHotkey
/samples/Avro IDL/user.avdl,pygments-file-content,text,Avro IDL
/samples/Avro IDL/user.avdl,magika,dart,Avro IDL
/samples/Avro IDL/user.avdl,starcoder2,C++,Avro IDL
/samples/Avro IDL/user.avdl,cloc,,Avro IDL
/samples/Awk/test.awk,pygments-file-content,componentpascal,Awk
/samples/Awk/test.awk,starcoder2,Python,Awk
/samples/B4X/OAuth.bas.bas,starcoder2,Detect,B4X
/samples/B4X/RequestsManager.bas,go-enry,FreeBasic,B4X
/samples/B4X/B4XMainPage.bas,starcoder2,B4A,B4X
/samples/B4X/RequestsManager.bas,starcoder2,Python,B4X
/samples/B4X/RequestsManager.bas,pygments-file-content,objective-c,B4X
/samples/B4X/OAuth.bas.bas,pygments-file-content,vb.net,B4X
/samples/B4X/OAuth.bas.bas,cloc,Visual Basic,B4X
/samples/B4X/RequestsManager.bas,hyperpolyglot,VBA,B4X
/samples/B4X/RequestsManager.bas,magika,vba,B4X
/samples/BASIC/P180.BAS,cloc,Visual Basic,BASIC
/samples/BASIC/spacesc.bas,pygments-file-content,googlesql,BASIC
/samples/BASIC/P180.BAS,starcoder2,Python,BASIC
/samples/BASIC/P180.BAS,magika,batch,BASIC
/samples/BASIC/spacesc.bas,magika,vba,BASIC
/samples/BASIC/spacesc.bas,pygments-filename,vb.net,BASIC
/samples/BASIC/mandelbrot.bas,magika,csv,BASIC
/samples/BASIC/GPIOGW.BAS,pygments-filename,qbasic,BASIC
/samples/BASIC/spacesc.bas,hyperpolyglot,VBA,BASIC
/samples/BASIC/mandelbrot.bas,pygments-file-content,cbmbas,BASIC
/samples/BASIC/spacesc.bas,starcoder2,Detect,BASIC
/samples/BQN/snake.bqn,starcoder2,Python,BQN
/samples/BQN/gameoflife.bqn,starcoder2,05AB1E,BQN
/samples/BQN/gameoflife.bqn,magika,markdown,BQN
/samples/BQN/snake.bqn,pygments-file-content,css+lasso,BQN
/samples/BQN/gameoflife.bqn,pygments-file-content,teratermmacro,BQN
/samples/BQN/snake.bqn,magika,coffeescript,BQN
/samples/BQN/snake.bqn,cloc,,BQN
/samples/Ballerina/json.bal,cloc,,Ballerina
/samples/Ballerina/hello-world.bal,starcoder2,Python,Ballerina
/samples/Ballerina/xml.bal,pygments-file-content,python,Ballerina
/samples/Ballerina/var.bal,pygments-filename,text,Ballerina
/samples/Ballerina/hello-world-service.bal,magika,java,Ballerina
/samples/Ballerina/var.bal,magika,javascript,Ballerina
/samples/Beef/RandoCode.bf,cloc,,Beef
/samples/Beef/Program.bf,starcoder2,C,Beef
/samples/Beef/Program.bf,pygments-filename,brainfuck,Beef
/samples/Beef/Program.bf,magika,cs,Beef
/samples/Beef/Program.bf,hyperpolyglot,HyPhy,Beef
/samples/Beef/RandoCode.bf,pygments-file-content,tsql,Beef
/samples/Beef/Program.bf,pygments-file-content,objective-c,Beef
/samples/Beef/RandoCode.bf,starcoder2,if,Beef
/samples/Befunge/mycorand.bf,hyperpolyglot,Brainfuck,Befunge
/samples/Befunge/mycorand.bf,pygments-file-content,tsql,Befunge
/samples/Befunge/aturley.bf,hyperpolyglot,HyPhy,Befunge
/samples/Befunge/beer7.bf,pygments-file-content,cbmbas,Befunge
/samples/Befunge/befunge3.bf,magika,diff,Befunge
/samples/Befunge/cascade.bf,pygments-file-content,scdoc,Befunge
/samples/Befunge/aturley.bf,pygments-filename,brainfuck,Befunge
/samples/Befunge/mycorand.bf,magika,csv,Befunge
/samples/Befunge/mycorand.bf,starcoder2,Python,Befunge
/samples/Befunge/aturley.bf,magika,perl,Befunge
/samples/Befunge/aturley.bf,cloc,,Befunge
/samples/Befunge/aturley.bf,pygments-file-content,objective-c,Befunge
/samples/Berry/lcd_display.be,pygments-file-content,python,Berry
/samples/Berry/berry_schema_validator.be,cloc,,Berry
/samples/Berry/berry_schema_validator.be,starcoder2,Python,Berry
/samples/BibTeX/citations.bib,pygments-file-content,matlab,BibTeX
/samples/BibTeX/citations.bib,cloc,TeX,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,pygments-file-content,tsql,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,pygments-filename,text,BibTeX
/samples/BibTeX/citations.bib,starcoder2,Python,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,cloc,,BibTeX
/samples/BibTeX/citations.bib,magika,bib,BibTeX
/samples/Bicep/101-container-registry.bicep,starcoder2,C#,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,starcoder2,[,Bicep
/samples/Bicep/params.bicepparam,starcoder2,Python,Bicep
/samples/Bicep/params.bicepparam,cloc,,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,pygments-filename,text,Bicep
/samples/Bicep/101-container-registry.bicep,magika,groovy,Bicep
/samples/Bicep/params.bicepparam,pygments-file-content,gdscript,Bicep
/samples/Bicep/params.bicepparam,magika,gradle,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,pygments-file-content,objective-c,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,magika,javascript,Bicep
/samples/Bikeshed/example2.bs,cloc,,Bikeshed
/samples/Bikeshed/example.bs,pygments-file-content,tsql,Bikeshed
/samples/Bikeshed/example2.bs,starcoder2,pre,Bikeshed
/samples/Bikeshed/example2.bs,pygments-file-content,objective-c,Bikeshed
/samples/Bikeshed/example.bs,magika,erb,Bikeshed
/samples/Bikeshed/example2.bs,magika,txt,Bikeshed
/samples/Bikeshed/example.bs,starcoder2,text,Bikeshed
/samples/BitBake/xorg-driver-common.inc,hyperpolyglot,PHP,BitBake
/samples/BitBake/gstreamer-libav.bb,starcoder2,Detect,BitBake
/samples/BitBake/qtbase-native.bb,starcoder2,C++,BitBake
/samples/BitBake/cmake.bbclass,cloc,,BitBake
/samples/BitBake/qtbase-native.bb,magika,shell,BitBake
/samples/BitBake/gstreamer-libav.bb,magika,m4,BitBake
/samples/BitBake/qtbase_%.bbappend,magika,groovy,BitBake
/samples/BitBake/qtbase-native.bb,pygments-filename,blitzbasic,BitBake
/samples/BitBake/xorg-driver-common.inc,cloc,Pascal,BitBake
/samples/BitBake/cmake.bbclass,pygments-filename,text,BitBake
/samples/BitBake/tclibc-newlib.inc,pygments-filename,pov,BitBake
/samples/BitBake/tclibc-newlib.inc,magika,hcl,BitBake
/samples/BitBake/tclibc-newlib.inc,go-enry,HTML,BitBake
/samples/BitBake/qtbase_%.bbappend,pygments-file-content,actionscript3,BitBake
/samples/BitBake/cmake.bbclass,pygments-file-content,objective-c,BitBake
/samples/BitBake/qtbase-native.bb,pygments-file-content,genshi,BitBake
/samples/BitBake/xorg-driver-common.inc,pygments-file-content,tsql,BitBake
/samples/BitBake/tclibc-newlib.inc,pygments-file-content,gdscript,BitBake
/samples/Blade/hello.blade.php,magika,php,Blade
/samples/Blade/hello.blade.php,pygments-file-content,objective-c,Blade
/samples/Blade/hello.blade,starcoder2,Python,Blade
/samples/Blade/hello.blade,pygments-filename,text,Blade
/samples/BlitzBasic/HalfAndDouble.bb,starcoder2,Detect,BlitzBasic
/samples/BlitzBasic/PObj.bb,pygments-file-content,gas,BlitzBasic
/samples/BlitzBasic/PObj.bb,starcoder2,C#,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,cloc,,BlitzBasic
/samples/BlitzBasic/LList.bb,pygments-file-content,gdscript,BlitzBasic
/samples/BlitzBasic/PObj.bb,magika,autohotkey,BlitzBasic
/samples/BlitzBasic/LList.bb,magika,asm,BlitzBasic
/samples/BlitzBasic/LList.bb,starcoder2,C++,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,pygments-file-content,carbon,BlitzBasic
/samples/BlitzBasic/HalfAndDouble.bb,magika,prolog,BlitzBasic
/samples/BlitzMax/sample.bmx,cloc,,BlitzMax
/samples/BlitzMax/sample.bmx,starcoder2,C#,BlitzMax
/samples/BlitzMax/sample.bmx,pygments-file-content,teratermmacro,BlitzMax
/samples/BlitzMax/sample.bmx,magika,txt,BlitzMax
/samples/Bluespec/TL.bsv,starcoder2,SystemVerilog,Bluespec
/samples/Bluespec/TbTL.bsv,starcoder2,Python,Bluespec
/samples/Bluespec/TL.bsv,pygments-filename,text,Bluespec
/samples/Bluespec/TL.bsv,cloc,,Bluespec
/samples/Bluespec/TL.bsv,pygments-file-content,tsql,Bluespec
/samples/Bluespec/TbTL.bsv,magika,vhdl,Bluespec
