filename,tool_configuration,language,ground-truth
/samples/AGS Script/GlobalScript.ash,magika,verilog,AGS Script
/samples/AIDL/ExtendableParcelable.aidl,starcoder2-3b,Java,AIDL
/samples/AIDL/ExtendableParcelable.aidl,pygments-file-content,carbon,AIDL
/samples/AIDL/IVoid.aidl,starcoder2-3b,C++,AIDL
/samples/AIDL/IVoid.aidl,hyperpolyglot,,AIDL
/samples/AIDL/IVoid.aidl,pygments-file-content,python,AIDL
/samples/AIDL/IVoid.aidl,pygments-filename,text,AIDL
/samples/AIDL/ExtendableParcelable.aidl,magika,java,AIDL
/samples/AIDL/IVoid.aidl,guesslang,,AIDL
/samples/AL/ALIssueList.al,starcoder2-3b,Python,AL
/samples/AL/ALIssueList.al,magika,dart,AL
/samples/AL/ALIssue.al,hyperpolyglot,Perl,AL
/samples/AL/ALIssueList.al,pygments-file-content,carbon,AL
/samples/AL/ALIssue.al,pygments-file-content,gdscript,AL
/samples/AL/ALIssue.al,magika,javascript,AL
/samples/AL/RefreshALIssuesCode.al,magika,verilog,AL
/samples/AL/ALIssueList.al,guesslang,,AL
/samples/AL/ALIssueList.al,pygments-filename,text,AL
/samples/AMPL/toy.ampl,pygments-file-content,tsql,AMPL
/samples/AMPL/toy.ampl,guesslang,,AMPL
/samples/AMPL/toy.ampl,cloc,,AMPL
/samples/AMPL/CT2.mod,pygments-filename,modula2,AMPL
/samples/AMPL/toy.ampl,pygments-filename,text,AMPL
/samples/AMPL/toy.ampl,starcoder2-3b,Python,AMPL
/samples/AMPL/toy.ampl,magika,asm,AMPL
/samples/AMPL/CT2.mod,magika,lisp,AMPL
/samples/API Blueprint/simple.apib,starcoder2-3b,Python,API Blueprint
/samples/API Blueprint/simple.apib,magika,markdown,API Blueprint
/samples/API Blueprint/attributes.apib,guesslang,,API Blueprint
/samples/API Blueprint/simple.apib,cloc,,API Blueprint
/samples/API Blueprint/attributes.apib,pygments-filename,text,API Blueprint
/samples/APL/UT.dyalog,guesslang,,APL
/samples/APL/DeepakChopra.apl,magika,txt,APL
/samples/APL/UT.dyalog,starcoder2-3b,Python,APL
/samples/APL/UT.dyalog,magika,sql,APL
/samples/APL/hashbang,magika,shell,APL
/samples/APL/hashbang,pygments-filename,text,APL
/samples/APL/hashbang,cloc,,APL
/samples/APL/UT.dyalog,pygments-file-content,gdscript,APL
/samples/ASL/example.dsl,pygments-filename,text,ASL
/samples/ASL/example.asl,magika,c,ASL
/samples/ASL/example.asl,starcoder2-3b,C++,ASL
/samples/ASL/example.dsl,magika,autohotkey,ASL
/samples/ASL/example.dsl,hyperpolyglot,,ASL
/samples/ASL/example.dsl,pygments-file-content,carbon,ASL
/samples/ASL/example.dsl,guesslang,,ASL
/samples/ASN.1/example.asn,guesslang,,ASN.1
/samples/ASN.1/example.asn,pygments-file-content,maple,ASN.1
/samples/ASN.1/example.asn,starcoder2-3b,Python,ASN.1
/samples/ASN.1/example.asn,hyperpolyglot,,ASN.1
/samples/ASN.1/example.asn,pygments-filename,text,ASN.1
/samples/ASN.1/example.asn,magika,m4,ASN.1
/samples/ASP.NET/OpenAuthProviders.ascx,guesslang,,ASP.NET
/samples/ASP.NET/OpenAuthProviders.ascx,pygments-file-content,xml+ruby,ASP.NET
/samples/ASP.NET/OpenAuthProviders.ascx,magika,asp,ASP.NET
/samples/ASP.NET/Login.aspx,starcoder2-3b,Page,ASP.NET
/samples/ASP.NET/Global.asax,starcoder2-3b,﻿<%,ASP.NET
/samples/ASP.NET/EchoSocket.ashx,pygments-file-content,erb,ASP.NET
/samples/ASP.NET/OpenAuthProviders.ascx,hyperpolyglot,ASP,ASP.NET
/samples/ASP.NET/OpenAuthProviders.ascx,pygments-filename,aspx-vb,ASP.NET
/samples/ASP.NET/EchoSocket.ashx,starcoder2-3b,n,ASP.NET
/samples/ASP.NET/OpenAuthProviders.ascx,starcoder2-3b,C#,ASP.NET
/samples/ATS/DiningPhil2_fork.dats,pygments-filename,text,ATS
/samples/ATS/DiningPhil2_fork.dats,guesslang,,ATS
/samples/ATS/basis_ssntype.sats,pygments-file-content,tsql,ATS
/samples/ATS/basis_ssntype.sats,magika,verilog,ATS
/samples/ATS/basis_ssntype.sats,cloc,,ATS
/samples/ATS/csv_parse.hats,magika,ocaml,ATS
/samples/ATS/YonedaLemma.dats,pygments-file-content,ssp,ATS
/samples/ATS/DiningPhil2.dats,starcoder2-3b,Haxe,ATS
/samples/ATS/CoYonedaLemma.dats,starcoder2-3b,C++,ATS
/samples/ATS/DiningPhil2_fork.dats,pygments-file-content,gdscript,ATS
/samples/ActionScript/TextFieldUtil.as,starcoder2-3b,Python,ActionScript
/samples/ActionScript/NumberUtil.as,hyperpolyglot,AngelScript,ActionScript
/samples/ActionScript/NumberUtil.as,pygments-file-content,tsql,ActionScript
/samples/ActionScript/NumberUtil.as,magika,go,ActionScript
/samples/ActionScript/HelloWorld.as,magika,java,ActionScript
/samples/ActionScript/TextFieldUtil.as,magika,javascript,ActionScript
/samples/ActionScript/HelloWorld.as,pygments-file-content,carbon,ActionScript
/samples/ActionScript/FooBar.as,pygments-file-content,python,ActionScript
/samples/ActionScript/NumberUtil.as,guesslang,,ActionScript
/samples/ActionScript/FooBar.as,magika,cs,ActionScript
/samples/Adblock Filter List/fake-news.txt,magika,markdown,Adblock Filter List
/samples/Adblock Filter List/abp-filters-anti-cv.txt,starcoder2-3b,JavaScript,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,magika,diff,Adblock Filter List
/samples/Adblock Filter List/test_rules.txt,starcoder2-3b,Python,Adblock Filter List
/samples/Adblock Filter List/test_rules.txt,magika,erb,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,guesslang,,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,starcoder2-3b,Adblock,Adblock Filter List
/samples/Adblock Filter List/fake-news.txt,hyperpolyglot,,Adblock Filter List
/samples/Adblock Filter List/anti-facebook.txt,pygments-filename,text,Adblock Filter List
/samples/Adblock Filter List/fake-news.txt,go-enry,Text,Adblock Filter List
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,guesslang,,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,starcoder2-3b,Python,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,magika,csv,Adobe Font Metrics
/samples/Adobe Font Metrics/OpenSansCondensed-Bold.afm,hyperpolyglot,,Adobe Font Metrics
/samples/Adobe Font Metrics/lambda.afm,pygments-filename,text,Adobe Font Metrics
/samples/Agda/NatCat.agda,starcoder2-3b,Haskell,Agda
/samples/Agda/NatCat.agda,pygments-file-content,python,Agda
/samples/Agda/NatCat.agda,magika,haskell,Agda
/samples/Agda/NatCat.agda,guesslang,,Agda
/samples/Alloy/marksweepgc.als,pygments-file-content,tsql,Alloy
/samples/Alloy/file_system.als,starcoder2-3b,C++,Alloy
/samples/Alloy/views.als,pygments-file-content,gdscript,Alloy
/samples/Alloy/file_system.als,magika,verilog,Alloy
/samples/Alloy/marksweepgc.als,guesslang,,Alloy
/samples/Alloy/marksweepgc.als,magika,haskell,Alloy
/samples/Alloy/file_system.als,cloc,,Alloy
/samples/Alloy/views.als,starcoder2-3b,Java,Alloy
/samples/Alpine Abuild/filenames/APKBUILD,guesslang,,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,cloc,,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,pygments-filename,text,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,magika,shell,Alpine Abuild
/samples/Alpine Abuild/filenames/APKBUILD,starcoder2-3b,Python,Alpine Abuild
/samples/Altium Designer/Sample Output Job.OutJob,magika,ini,Altium Designer
/samples/Altium Designer/Sample Schematic Sheet.SchDoc,magika,vba,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,starcoder2-3b,Python,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,starcoder2-3b,OutputJobFile,Altium Designer
/samples/Altium Designer/Sample Schematic Sheet.SchDoc,starcoder2-3b,Skipping file due to encoding error: /samples/Altium Designer/Sample Schematic Sheet.SchDoc,Altium Designer
/samples/Altium Designer/Sample Altium Project.PrjPcb,pygments-filename,text,Altium Designer
/samples/Altium Designer/Sample Output Job.OutJob,guesslang,,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,magika,winregistry,Altium Designer
/samples/Altium Designer/Sample Board Design.PcbDoc,hyperpolyglot,,Altium Designer
/samples/AngelScript/payload.as,cloc,ActionScript,AngelScript
/samples/AngelScript/botmanager.as,guesslang,,AngelScript
/samples/AngelScript/payload.as,starcoder2-3b,Python,AngelScript
/samples/AngelScript/botmanager.as,pygments-file-content,gdscript,AngelScript
/samples/AngelScript/botmanager.as,starcoder2-3b,C++,AngelScript
/samples/AngelScript/payload.as,pygments-file-content,tsql,AngelScript
/samples/AngelScript/botmanager.as,magika,objectivec,AngelScript
/samples/AngelScript/payload.as,magika,cs,AngelScript
/samples/AngelScript/botmanager.as,pygments-filename,actionscript,AngelScript
/samples/Ant Build System/filenames/ant.xml,cloc,XML,Ant Build System
/samples/Ant Build System/filenames/ant.xml,pygments-file-content,text,Ant Build System
/samples/Ant Build System/filenames/ant.xml,starcoder2-3b,Python,Ant Build System
/samples/Ant Build System/filenames/ant.xml,hyperpolyglot,,Ant Build System
/samples/Ant Build System/filenames/ant.xml,guesslang,,Ant Build System
/samples/Ant Build System/filenames/ant.xml,pygments-filename,xml,Ant Build System
/samples/Antlers/kitchensink.antlers.php,hyperpolyglot,PHP,Antlers
/samples/Antlers/kitchensink.antlers.html,pygments-filename,html,Antlers
/samples/Antlers/sitemap.antlers.xml,magika,handlebars,Antlers
/samples/Antlers/sitemap.antlers.xml,hyperpolyglot,,Antlers
/samples/Antlers/index.antlers.html,hyperpolyglot,HTML,Antlers
/samples/Antlers/kitchensink.antlers.php,starcoder2-3b,nPython,Antlers
/samples/Antlers/kitchensink.antlers.html,pygments-file-content,html+php,Antlers
/samples/Antlers/index.antlers.html,starcoder2-3b,pre,Antlers
/samples/Antlers/sitemap.antlers.xml,starcoder2-3b,xml,Antlers
/samples/Antlers/layout.antlers.html,starcoder2-3b,Python,Antlers
/samples/Antlers/kitchensink.antlers.php,pygments-filename,php,Antlers
/samples/Antlers/layout.antlers.html,pygments-file-content,xml+django,Antlers
/samples/Antlers/sitemap.antlers.xml,cloc,XML,Antlers
/samples/Antlers/kitchensink.antlers.html,guesslang,,Antlers
/samples/ApacheConf/filenames/.htaccess,guesslang,,ApacheConf
/samples/ApacheConf/apache.vhost,starcoder2-3b,"""""""",ApacheConf
/samples/ApacheConf/filenames/httpd.conf,pygments-filename,text,ApacheConf
/samples/ApacheConf/filenames/.htaccess,hyperpolyglot,,ApacheConf
/samples/ApacheConf/apache.vhost,pygments-file-content,xml,ApacheConf
/samples/ApacheConf/filenames/apache2.conf,pygments-file-content,gdscript,ApacheConf
/samples/ApacheConf/filenames/.htaccess,pygments-file-content,tsql,ApacheConf
/samples/ApacheConf/filenames/httpd.conf,starcoder2-3b,Python,ApacheConf
/samples/ApacheConf/filenames/.htaccess,magika,htaccess,ApacheConf
/samples/ApacheConf/apache.vhost,magika,rst,ApacheConf
/samples/Apex/AccountTrigger.trigger,pygments-filename,text,Apex
/samples/Apex/LanguageUtils.cls,pygments-filename,openedge,Apex
/samples/Apex/AddRelatedRecord.trigger,cloc,Apex Trigger,Apex
/samples/Apex/BooleanUtils.cls,pygments-file-content,scilab,Apex
/samples/Apex/AccountTrigger.trigger,starcoder2-3b,name,Apex
/samples/Apex/AddRelatedRecord.trigger,pygments-file-content,teratermmacro,Apex
/samples/Apex/BooleanUtils.cls,magika,java,Apex
/samples/Apex/AccountTrigger.trigger,pygments-file-content,css+lasso,Apex
/samples/Apex/TwilioAPI.cls,pygments-file-content,gdscript,Apex
/samples/Apex/TwilioAPI.cls,cloc,Apex Class,Apex
/samples/Apex/ArrayUtils.cls,pygments-file-content,tsql,Apex
/samples/Apex/EmailUtils.cls,starcoder2-3b,Java,Apex
/samples/Apex/AddRelatedRecord.trigger,magika,typescript,Apex
/samples/Apex/EmailUtils.cls,magika,dart,Apex
/samples/Apex/LogTriggerHandler.trigger,magika,groovy,Apex
/samples/Apex/TwilioAPI.cls,magika,javascript,Apex
/samples/Apex/AddRelatedRecord.trigger,hyperpolyglot,,Apex
/samples/Apex/LanguageUtils.cls,guesslang,,Apex
/samples/Apex/LanguageUtils.cls,pygments-file-content,carbon,Apex
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,cloc,,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,starcoder2-3b,Python,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,pygments-filename,text,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,magika,tsv,Apollo Guidance Computer
/samples/Apollo Guidance Computer/BURN_BABY_BURN--MASTER_IGNITION_ROUTINE.agc,guesslang,,Apollo Guidance Computer
/samples/AppleScript/Convert To PDF.applescript,starcoder2-3b,C++,AppleScript
/samples/AppleScript/Time Of Day.applescript,starcoder2-3b,Objective,AppleScript
/samples/AppleScript/Get User Name.applescript,pygments-file-content,text,AppleScript
/samples/AppleScript/center.applescript,pygments-file-content,django,AppleScript
/samples/AppleScript/Get User Name.applescript,guesslang,,AppleScript
/samples/AppleScript/Get User Name.applescript,magika,sql,AppleScript
/samples/AppleScript/Convert To PostScript.applescript,magika,verilog,AppleScript
/samples/AppleScript/Time Of Day.applescript,magika,lua,AppleScript
/samples/AppleScript/center.applescript,magika,tcl,AppleScript
/samples/AppleScript/center.applescript,starcoder2-3b,Python,AppleScript
/samples/AppleScript/Convert To PDF.applescript,magika,ocaml,AppleScript
/samples/AppleScript/Convert To PDF.applescript,cloc,,AppleScript
/samples/AsciiDoc/encoding.asciidoc,magika,markdown,AsciiDoc
/samples/AsciiDoc/sample.adoc,magika,rst,AsciiDoc
/samples/AsciiDoc/sample.adoc,starcoder2-3b,name,AsciiDoc
/samples/AsciiDoc/encoding.asciidoc,pygments-filename,text,AsciiDoc
/samples/AsciiDoc/list.asc,pygments-filename,asc,AsciiDoc
/samples/AsciiDoc/list.asc,starcoder2-3b,Python,AsciiDoc
/samples/AsciiDoc/encoding.asciidoc,starcoder2-3b,Ruby,AsciiDoc
/samples/AsciiDoc/list.asc,guesslang,,AsciiDoc
/samples/AsciiDoc/encoding.asciidoc,pygments-file-content,mysql,AsciiDoc
/samples/AsciiDoc/list.asc,pygments-file-content,restructuredtext,AsciiDoc
/samples/AsciiDoc/sample.adoc,hyperpolyglot,,AsciiDoc
/samples/AspectJ/OptimizeRecursionCache.aj,pygments-file-content,python,AspectJ
/samples/AspectJ/OptimizeRecursionCache.aj,starcoder2-3b,Java,AspectJ
/samples/AspectJ/OptimizeRecursionCache.aj,guesslang,,AspectJ
/samples/AspectJ/OptimizeRecursionCache.aj,magika,java,AspectJ
/samples/Assembly/forth.nasm,starcoder2-3b,Forth,Assembly
/samples/Assembly/External Interrupt.a51,starcoder2-3b,C,Assembly
/samples/Assembly/3D_PRG.I,starcoder2-3b,C++,Assembly
/samples/Assembly/audio.i,pygments-filename,swig,Assembly
/samples/Assembly/fp_sqr32_160_comba.inc,pygments-filename,pov,Assembly
/samples/Assembly/cpu_feat.nas,pygments-filename,text,Assembly
/samples/Assembly/cpu_feat.nas,guesslang,,Assembly
/samples/Assembly/lib.inc,pygments-file-content,brainfuck,Assembly
/samples/Assembly/macros.inc,pygments-file-content,gdscript,Assembly
/samples/Assembly/audio.i,pygments-file-content,splus,Assembly
/samples/Assembly/3D_PRG.I,pygments-file-content,css+lasso,Assembly
/samples/Assembly/fftfpu.nas,hyperpolyglot,,Assembly
/samples/Assembly/A8514.I,pygments-file-content,carbon,Assembly
/samples/Assembly/fp_sqr32_160_comba.inc,starcoder2-3b,Python,Assembly
/samples/Assembly/lib.inc,starcoder2-3b,n,Assembly
/samples/Assembly/forth.nasm,pygments-filename,nasm,Assembly
/samples/Assembly/fp_sqr32_160_comba.inc,pygments-file-content,tsql,Assembly
/samples/Assembly/fftfpu.nas,magika,asm,Assembly
/samples/Assembly/audio.i,cloc,SWIG,Assembly
/samples/Assembly/macros.inc,cloc,Pascal,Assembly
/samples/Astro/index.astro,hyperpolyglot,,Astro
/samples/Astro/index.astro,pygments-filename,text,Astro
/samples/Astro/index.astro,pygments-file-content,python,Astro
/samples/Astro/index.astro,starcoder2-3b,---,Astro
/samples/Astro/index.astro,magika,handlebars,Astro
/samples/Astro/index.astro,guesslang,,Astro
/samples/Asymptote/kappa-sawteeth.asy,cloc,,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,starcoder2-3b,Python,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,magika,javascript,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,pygments-file-content,python,Asymptote
/samples/Asymptote/figarc4_3D.asy,magika,lisp,Asymptote
/samples/Asymptote/kappa-sawteeth.asy,guesslang,,Asymptote
/samples/AutoHotkey/hello.ahk,magika,vba,AutoHotkey
/samples/AutoHotkey/hello.ahk,guesslang,,AutoHotkey
/samples/AutoHotkey/hello.ahk,starcoder2-3b,Python,AutoHotkey
/samples/AutoHotkey/hello.ahk,pygments-file-content,text,AutoHotkey
/samples/Avro IDL/user.avdl,hyperpolyglot,,Avro IDL
/samples/Avro IDL/user.avdl,magika,dart,Avro IDL
/samples/Avro IDL/user.avdl,guesslang,,Avro IDL
/samples/Avro IDL/user.avdl,pygments-filename,text,Avro IDL
/samples/Avro IDL/user.avdl,starcoder2-3b,Python,Avro IDL
/samples/Awk/test.awk,pygments-file-content,componentpascal,Awk
/samples/Awk/test.awk,guesslang,,Awk
/samples/Awk/test.awk,starcoder2-3b,Python,Awk
/samples/B4X/RequestsManager.bas,starcoder2-3b,Python,B4X
/samples/B4X/OAuth.bas.bas,starcoder2-3b,Java,B4X
/samples/B4X/RequestsManager.bas,pygments-file-content,objective-c,B4X
/samples/B4X/B4XMainPage.bas,hyperpolyglot,VBA,B4X
/samples/B4X/OAuth.bas.bas,pygments-filename,vb.net,B4X
/samples/B4X/OAuth.bas.bas,guesslang,,B4X
/samples/B4X/B4XMainPage.bas,cloc,Visual Basic,B4X
/samples/B4X/B4XMainPage.bas,magika,vba,B4X
/samples/B4X/B4XMainPage.bas,go-enry,FreeBasic,B4X
/samples/BASIC/spacesc.bas,magika,txt,BASIC
/samples/BASIC/GPIOGW.BAS,pygments-filename,qbasic,BASIC
/samples/BASIC/GPIOGW.BAS,starcoder2-3b,C++,BASIC
/samples/BASIC/P180.BAS,cloc,Visual Basic,BASIC
/samples/BASIC/GPIOGW.BAS,guesslang,,BASIC
/samples/BASIC/mandelbrot.bas,pygments-filename,vb.net,BASIC
/samples/BASIC/GPIOGW.BAS,magika,csv,BASIC
/samples/BASIC/P180.BAS,starcoder2-3b,Python,BASIC
/samples/BASIC/P180.BAS,magika,vba,BASIC
/samples/BASIC/P180.BAS,hyperpolyglot,VBA,BASIC
/samples/BASIC/spacesc.bas,pygments-file-content,googlesql,BASIC
/samples/BASIC/GPIOGW.BAS,pygments-file-content,cbmbas,BASIC
/samples/BQN/gameoflife.bqn,magika,markdown,BQN
/samples/BQN/gameoflife.bqn,pygments-file-content,teratermmacro,BQN
/samples/BQN/gameoflife.bqn,starcoder2-3b,Python,BQN
/samples/BQN/snake.bqn,pygments-file-content,css+lasso,BQN
/samples/BQN/snake.bqn,hyperpolyglot,,BQN
/samples/BQN/snake.bqn,magika,tcl,BQN
/samples/BQN/gameoflife.bqn,guesslang,,BQN
/samples/Ballerina/var.bal,magika,javascript,Ballerina
/samples/Ballerina/hello-world.bal,guesslang,,Ballerina
/samples/Ballerina/var.bal,cloc,,Ballerina
/samples/Ballerina/hello-world.bal,pygments-filename,text,Ballerina
/samples/Ballerina/hello-world.bal,pygments-file-content,python,Ballerina
/samples/Ballerina/xml.bal,magika,lisp,Ballerina
/samples/Ballerina/hello-world-service.bal,magika,typescript,Ballerina
/samples/Beef/ProfilePanel.bf,starcoder2-3b,C++,Beef
/samples/Beef/Program.bf,starcoder2-3b,C#,Beef
/samples/Beef/RandoCode.bf,pygments-filename,brainfuck,Beef
/samples/Beef/Program.bf,pygments-file-content,objective-c,Beef
/samples/Beef/RandoCode.bf,magika,cs,Beef
/samples/Beef/RandoCode.bf,pygments-file-content,tsql,Beef
/samples/Beef/RandoCode.bf,cloc,,Beef
/samples/Beef/RandoCode.bf,hyperpolyglot,HyPhy,Beef
/samples/Beef/RandoCode.bf,guesslang,,Beef
/samples/Befunge/mycorand.bf,magika,txt,Befunge
/samples/Befunge/aturley.bf,guesslang,,Befunge
/samples/Befunge/befunge3.bf,magika,csv,Befunge
/samples/Befunge/aturley.bf,magika,perl,Befunge
/samples/Befunge/mycorand.bf,pygments-file-content,tsql,Befunge
/samples/Befunge/befunge3.bf,starcoder2-3b,Python,Befunge
/samples/Befunge/beer7.bf,pygments-file-content,cbmbas,Befunge
/samples/Befunge/aturley.bf,cloc,,Befunge
/samples/Befunge/cascade.bf,starcoder2-3b,011p013p,Befunge
/samples/Befunge/aturley.bf,hyperpolyglot,HyPhy,Befunge
/samples/Befunge/cascade.bf,hyperpolyglot,Brainfuck,Befunge
/samples/Befunge/beer7.bf,pygments-filename,brainfuck,Befunge
/samples/Befunge/aturley.bf,pygments-file-content,objective-c,Befunge
/samples/Befunge/cascade.bf,pygments-file-content,scdoc,Befunge
/samples/Berry/berry_schema_validator.be,starcoder2-3b,Python,Berry
/samples/Berry/lcd_display.be,guesslang,,Berry
/samples/Berry/lcd_display.be,pygments-file-content,python,Berry
/samples/Berry/berry_schema_validator.be,magika,ruby,Berry
/samples/Berry/lcd_display.be,hyperpolyglot,,Berry
/samples/BibTeX/citations.bib,cloc,TeX,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,pygments-filename,text,BibTeX
/samples/BibTeX/citations.bib,magika,bib,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,cloc,,BibTeX
/samples/BibTeX/citations.bib,guesslang,,BibTeX
/samples/BibTeX/deeplyaggrevated.bibtex,pygments-file-content,tsql,BibTeX
/samples/BibTeX/citations.bib,pygments-file-content,matlab,BibTeX
/samples/BibTeX/citations.bib,starcoder2-3b,Python,BibTeX
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,pygments-filename,text,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,hyperpolyglot,,Bicep
/samples/Bicep/101-container-registry.bicep,magika,typescript,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,guesslang,,Bicep
/samples/Bicep/101-container-registry.bicep,starcoder2-3b,name,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,pygments-file-content,objective-c,Bicep
/samples/Bicep/201-1vm-2nics-2subnets-1vnet.bicep,magika,groovy,Bicep
/samples/Bicep/params.bicepparam,starcoder2-3b,Python,Bicep
/samples/Bicep/params.bicepparam,pygments-file-content,gdscript,Bicep
/samples/Bikeshed/example2.bs,hyperpolyglot,,Bikeshed
/samples/Bikeshed/example.bs,starcoder2-3b,C++,Bikeshed
/samples/Bikeshed/example2.bs,starcoder2-3b,JavaScript,Bikeshed
/samples/Bikeshed/example2.bs,pygments-filename,text,Bikeshed
/samples/Bikeshed/example.bs,magika,handlebars,Bikeshed
/samples/Bikeshed/example2.bs,pygments-file-content,objective-c,Bikeshed
/samples/Bikeshed/example2.bs,magika,txt,Bikeshed
/samples/Bikeshed/example.bs,pygments-file-content,tsql,Bikeshed
/samples/Bikeshed/example2.bs,guesslang,,Bikeshed
/samples/BitBake/qtbase-native.bb,pygments-file-content,genshi,BitBake
/samples/BitBake/cmake.bbclass,pygments-filename,text,BitBake
/samples/BitBake/xorg-driver-common.inc,pygments-filename,pov,BitBake
